time,M01.VELOC,M02.VELOC,M03.VELOC,M04.VELOC,M05.VELOC,M06.VELOC,M07.VELOC,M08.VELOC,M11.VELOC,M12.VELOC,PIC_6101.PV(Bar),PIC_6101.SP(Bar),PIC_6101.MV(%),LIC_3101.PV(%),LIC_3101.SP(%),LIC_3101.MV(%),PIC_3101.PV(Bar),PIC_3101.SP(Bar),PIC_3101.MV(%),FIT_5101.PV(Ton/h),LIT_3101.PV(%),PIT_2101.PV(Bar),PIT_6101.PV(mm2H2O),TT_2101.PV(ºC),TT_5101.PV(ºC),TT_6101.PV(ºC),TT_6102.PV(ºC),TT_6103.PV(ºC),FIC_2101.PV(m3/h),FIC_2101.SP(m3/h),FIC_2101.MV(%),AUXILIAR_VAZAO_COMPENSADA,FIT_5101.PV(kg/s),PIT_6101.PV(Pa),FIC_2101.PV(kg/s),FIC_2101.SP(kg/s)
2364,13.367,8.833,12.634,0,0,0,0,0,0,0,-4.93,-5.03,22.296,69.191,58,0,8.064,8,21.041,0.062,69.191,6.205,-4.93,69.417,174.235,36.41,378.038,108.659,0.016,0,73,0.052,0.0172222,-48.3468,0.00444444,0
2365,13.381,8.848,12.634,0,0,0,0,0,0,0,-4.937,-5.03,22.317,69.137,58,0,8.063,8,21.075,0.062,69.137,6.203,-4.937,69.417,174.235,36.426,377.778,108.659,0.016,0,73,0.052,0.0172222,-48.4154,0.00444444,0
2366,13.396,8.862,12.664,0,0,0,0,0,0,0,-4.937,-5.03,22.327,69.13,58,0,8.061,8,21.16,0.062,69.13,6.207,-4.937,69.417,174.235,36.426,377.648,108.659,0.016,0,73,0.052,0.0172222,-48.4154,0.00444444,0
2367,13.411,8.899,12.708,0,0,0,0,0,0,0,-4.933,-5.03,22.337,69.162,58,0,8.061,8,21.154,0.062,69.162,6.207,-4.926,69.417,174.251,36.41,377.3,108.659,0.016,0,73,0.052,0.0172222,-48.3076,0.00444444,0
2368,13.411,8.914,12.773,0,0,0,0,0,0,0,-4.933,-5.03,22.359,69.224,58,0,8.059,8,21.233,0.061,69.224,6.202,-4.937,69.417,174.235,36.426,377.04,108.659,0.016,0,73,0.052,0.0169444,-48.4154,0.00444444,0
2369,13.425,8.943,12.759,0,0,0,0,0,0,0,-4.941,-5.03,22.379,69.242,58,0,8.058,8,21.268,0.061,69.242,6.203,-4.941,69.417,174.235,36.426,376.91,108.659,0.016,0,73,0.052,0.0169444,-48.4547,0.00444444,0
2370,13.44,8.972,12.817,0,0,0,0,0,0,0,-4.941,-5.03,22.388,69.202,58,0,8.057,8,21.308,0.062,69.202,6.203,-4.937,69.417,174.235,36.426,376.693,108.659,0.016,0,73,0.052,0.0172222,-48.4154,0.00444444,0
2371,13.44,8.972,12.832,0,0,0,0,0,0,0,-4.944,-5.03,22.408,69.17,58,0,8.054,8,21.387,0.062,69.17,6.198,-4.944,69.531,174.235,36.296,376.649,108.659,0.016,0,73,0.052,0.0172222,-48.4841,0.00444444,0
2372,13.462,8.987,12.847,0,0,0,0,0,0,0,-4.952,-5.03,22.427,69.079,58,0,8.053,8,21.423,0.062,69.086,6.193,-4.944,69.531,174.235,36.296,376.259,108.626,0.016,0,73,0.052,0.0172222,-48.4841,0.00444444,0
2373,13.477,9.016,12.876,0,0,0,0,0,0,0,-4.93,-5.03,22.448,69.083,58,0,8.052,8,21.459,0.062,69.083,6.193,-4.933,69.531,174.235,36.296,376.085,108.626,0.016,0,73,0.052,0.0172222,-48.3762,0.00444444,0
2374,13.477,9.001,12.876,0,0,0,0,0,0,0,-4.944,-5.03,22.458,69.126,58,0,8.051,8,21.454,0.062,69.126,6.195,-4.944,69.417,174.202,36.296,375.955,108.626,0.016,0,73,0.052,0.0172222,-48.4841,0.00444444,0
2375,13.491,9.016,12.891,0,0,0,0,0,0,0,-4.948,-5.03,22.466,69.253,58,0,8.051,8,21.494,0.061,69.253,6.19,-4.952,69.417,173.975,36.296,375.651,108.659,0.016,0,73,0.052,0.0169444,-48.5625,0.00444444,0
2376,13.491,9.045,12.927,0,0,0,0,0,0,0,-4.952,-5.03,22.484,69.307,58,0,8.05,8,21.53,0.062,69.307,6.197,-4.955,69.417,173.975,36.41,375.608,108.659,0.016,0,73,0.053,0.0172222,-48.592,0.00444444,0
2377,13.506,9.082,12.971,0,0,0,0,0,0,0,-4.97,-5.03,22.496,69.336,58,0,8.048,8,21.611,0.062,69.336,6.197,-4.97,69.417,173.975,36.41,375.434,108.659,0.016,0,73,0.052,0.0172222,-48.7391,0.00444444,0
2378,13.506,9.082,12.971,0,0,0,0,0,0,0,-4.973,-5.03,22.502,69.293,58,0,8.049,8,21.564,0.063,69.293,6.188,-4.97,69.417,173.975,36.426,375.087,108.659,0.016,0,73,0.053,0.0175,-48.7391,0.00444444,0
2379,13.506,9.097,12.986,0,0,0,0,0,0,0,-4.973,-5.03,22.516,69.26,58,0,8.047,8,21.644,0.063,69.26,6.186,-4.973,69.417,173.975,36.393,374.566,108.659,0.016,0,73,0.053,0.0175,-48.7685,0.00444444,0
2380,13.521,9.097,12.986,0,0,0,0,0,0,0,-4.97,-5.03,22.529,69.206,58,0,8.047,8,21.637,0.062,69.206,6.188,-4.97,69.417,173.975,36.296,374.436,108.659,0.016,0,73,0.053,0.0172222,-48.7391,0.00444444,0
2381,13.521,9.111,13,0,0,0,0,0,0,0,-4.959,-5.03,22.537,69.191,58,0,8.046,8,21.677,0.063,69.191,6.189,-4.959,69.417,173.975,36.296,374.392,108.659,0.016,0,73,0.053,0.0175,-48.6312,0.00444444,0
2382,13.535,9.126,13.03,0,0,0,0,0,0,0,-4.959,-5.03,22.554,69.202,58,0,8.045,8,21.714,0.063,69.202,6.183,-4.959,69.417,173.975,36.296,374.132,108.659,0.016,0,73,0.053,0.0175,-48.6312,0.00444444,0
2383,13.55,9.141,13.044,0,0,0,0,0,0,0,-4.955,-5.03,22.562,69.238,58,0,8.044,8,21.756,0.063,69.238,6.18,-4.948,69.417,173.975,36.296,373.828,108.659,0.016,0,73,0.053,0.0175,-48.5233,0.00444444,0
2384,13.55,9.141,13.044,0,0,0,0,0,0,0,-4.952,-5.03,22.581,69.253,58,0,8.044,8,21.749,0.063,69.253,6.18,-4.952,69.417,173.975,36.296,373.698,108.659,0.016,0,73,0.053,0.0175,-48.5625,0.00444444,0
2385,13.55,9.17,13.096,0,0,0,0,0,0,0,-4.933,-5.03,22.602,69.246,58,0,8.041,8,21.829,0.063,69.246,6.179,-4.933,69.417,173.975,36.296,373.307,108.659,0.016,0,73,0.053,0.0175,-48.3762,0.00444444,0
2386,13.564,9.17,13.096,0,0,0,0,0,0,0,-4.923,-5.03,22.614,69.213,58,0,8.041,8,21.827,0.063,69.213,6.177,-4.923,69.417,173.975,36.296,373.264,108.659,0.016,0,73,0.053,0.0175,-48.2781,0.00444444,0
2387,13.579,9.185,13.125,0,0,0,0,0,0,0,-4.912,-5.03,22.64,69.144,58,0,8.04,8,21.864,0.063,69.144,6.173,-4.912,69.417,173.975,36.296,372.917,108.626,0.016,0,73,0.053,0.0175,-48.1703,0.00444444,0
2388,13.594,9.185,13.125,0,0,0,0,0,0,0,-4.915,-5.03,22.654,69.115,58,0,8.04,8,21.861,0.063,69.115,6.177,-4.915,69.45,173.975,36.296,372.83,108.626,0.016,0,73,0.053,0.0175,-48.1997,0.00444444,0
2389,13.594,9.214,13.169,0,0,0,0,0,0,0,-4.937,-5.03,22.674,69.108,58,0,8.038,8,21.943,0.064,69.108,6.176,-4.933,69.45,173.975,36.296,372.526,108.626,0.016,0,73,0.054,0.0177778,-48.3762,0.00444444,0
2390,13.608,9.214,13.169,0,0,0,0,0,0,0,-4.941,-5.03,22.685,69.151,58,0,8.038,8,21.94,0.063,69.151,6.177,-4.944,69.45,173.975,36.296,372.396,108.626,0.016,0,73,0.053,0.0175,-48.4841,0.00444444,0
2391,13.623,9.229,13.184,0,0,0,0,0,0,0,-4.941,-5.03,22.704,69.166,58,0,8.037,8,21.978,0.063,69.166,6.17,-4.941,69.417,173.975,36.296,372.266,108.626,0.016,0,73,0.053,0.0175,-48.4547,0.00444444,0
2392,13.623,9.25,13.213,0,0,0,0,0,0,0,-4.973,-5.03,22.716,69.17,58,0,8.037,8,21.971,0.064,69.17,6.176,-4.973,69.417,173.975,36.296,372.005,108.626,0.016,0,73,0.054,0.0177778,-48.7685,0.00444444,0
2393,13.645,9.265,13.213,0,0,0,0,0,0,0,-4.97,-5.03,22.722,69.13,58,0,8.036,8,22.014,0.064,69.13,6.171,-4.973,69.417,173.975,36.296,371.788,108.626,0.016,0,73,0.054,0.0177778,-48.7685,0.00444444,0
2394,13.645,9.265,13.228,0,0,0,0,0,0,0,-4.966,-5.03,22.736,69.097,58,0,8.035,8,22.052,0.064,69.097,6.17,-4.966,69.417,173.975,36.296,371.658,108.626,0.016,0,73,0.054,0.0177778,-48.6998,0.00444444,0
2395,13.66,9.28,13.257,0,0,0,0,0,0,0,-4.962,-5.03,22.752,69.061,58,0,8.034,8,22.091,0.063,69.061,6.166,-4.962,69.417,173.975,36.296,370.964,108.626,0.016,0,73,0.053,0.0175,-48.6606,0.00444444,0
2396,13.66,9.28,13.242,0,0,0,0,0,0,0,-4.962,-5.03,22.76,69.054,58,0,8.034,8,22.088,0.063,69.054,6.167,-4.962,69.417,173.975,36.296,371.007,108.626,0.016,0,73,0.053,0.0175,-48.6606,0.00444444,0
2397,13.674,9.294,13.279,0,0,0,0,0,0,0,-4.959,-5.03,22.778,69.047,58,0,8.033,8,22.127,0.063,69.05,6.171,-4.955,69.417,173.975,36.296,370.92,108.626,0.016,0,73,0.053,0.0175,-48.592,0.00444444,0
2398,13.674,9.294,13.279,0,0,0,0,0,0,0,-4.959,-5.03,22.784,69.043,58,0,8.033,8,22.125,0.063,69.043,6.167,-4.959,69.417,173.975,36.296,370.66,108.626,0.016,0,73,0.053,0.0175,-48.6312,0.00444444,0
2399,13.689,9.309,13.308,0,0,0,0,0,0,0,-4.962,-5.03,22.798,69.021,58,0,8.032,8,22.164,0.063,69.021,6.162,-4.962,69.417,173.975,36.296,370.443,108.626,0.016,0,73,0.053,0.0175,-48.6606,0.00444444,0
2400,13.689,9.324,13.323,0,0,0,0,0,0,0,-4.984,-5.03,22.808,68.985,58,0,8.031,8,22.203,0.063,68.985,6.164,-4.984,69.417,173.975,36.312,370.226,108.626,0.016,0,73,0.053,0.0175,-48.8763,0.00444444,0
2401,13.689,9.338,13.352,0,0,0,0,0,0,0,-4.988,-5.03,22.812,68.971,58,0,8.03,8,22.246,0.063,68.971,6.168,-4.988,69.417,173.975,36.296,370.052,108.626,0.016,0,73,0.053,0.0175,-48.9156,0.00444444,0
2402,13.704,9.353,13.367,0,0,0,0,0,0,0,-4.991,-5.03,22.822,68.934,58,0,8.028,8,22.284,0.063,68.938,6.165,-4.991,69.417,173.975,36.296,369.835,108.626,0.016,0,73,0.053,0.0175,-48.945,0.00444444,0
2403,13.704,9.368,13.396,0,0,0,0,0,0,0,-4.995,-5.03,22.825,68.945,58,0,8.028,8,22.282,0.063,68.945,6.166,-4.999,69.417,173.975,36.296,369.575,108.626,0.016,0,73,0.053,0.0175,-49.0234,0.00444444,0
2404,13.704,9.368,13.396,0,0,0,0,0,0,0,-5.006,-5.03,22.831,68.949,58,0,8.027,8,22.321,0.064,68.949,6.161,-5.006,69.417,173.975,36.296,369.488,108.626,0.016,0,73,0.054,0.0177778,-49.0921,0.00444444,0
2405,13.704,9.382,13.411,0,0,0,0,0,0,0,-5.009,-5.03,22.836,68.942,58,0,8.026,8,22.361,0.064,68.942,6.16,-5.009,69.417,173.975,36.296,369.227,108.626,0.016,0,73,0.054,0.0177778,-49.1215,0.00444444,0
2406,13.704,9.412,13.44,0,0,0,0,0,0,0,-5.002,-5.03,22.839,68.916,58,0,8.026,8,22.358,0.064,68.916,6.155,-5.006,69.417,173.975,36.296,369.054,108.626,0.016,0,73,0.054,0.0177778,-49.0921,0.00444444,0
2407,13.704,9.397,13.44,0,0,0,0,0,0,0,-5.017,-5.03,22.843,68.895,58,0,8.025,8,22.399,0.064,68.895,6.159,-5.013,69.417,173.975,36.296,368.924,108.626,0.016,0,73,0.054,0.0177778,-49.1607,0.00444444,0
2408,13.704,9.434,13.462,0,0,0,0,0,0,0,-5.024,-5.03,22.845,68.848,58,0,8.024,8,22.439,0.064,68.848,6.155,-5.02,69.417,173.975,36.214,368.75,108.626,0.016,0,73,0.054,0.0177778,-49.2294,0.00444444,0
2409,13.718,9.434,13.462,0,0,0,0,0,0,0,-5.02,-5.03,22.846,68.83,58,0,8.023,8,22.482,0.064,68.83,6.155,-5.02,69.417,173.975,36.214,368.576,108.626,0.016,0,73,0.054,0.0177778,-49.2294,0.00444444,0
2410,13.718,9.448,13.491,0,0,0,0,0,0,0,-5.02,-5.03,22.848,68.815,58,0,8.023,8,22.477,0.063,68.815,6.155,-5.02,69.417,173.975,36.214,368.359,108.626,0.016,0,73,0.053,0.0175,-49.2294,0.00444444,0
2411,13.718,9.448,13.491,0,0,0,0,0,0,0,-5.024,-5.03,22.849,68.83,58,0,8.023,8,22.476,0.063,68.83,6.159,-5.024,69.417,173.975,36.214,368.142,108.626,0.016,0,73,0.053,0.0175,-49.2686,0.00444444,0
2412,13.718,9.463,13.521,0,0,0,0,0,0,0,-4.999,-5.03,22.855,68.862,58,0,8.022,8,22.516,0.063,68.862,6.152,-4.999,69.417,173.975,36.214,368.099,108.626,0.016,0,73,0.053,0.0175,-49.0234,0.00444444,0
2413,13.718,9.478,13.535,0,0,0,0,0,0,0,-4.995,-5.03,22.862,68.869,58,0,8.021,8,22.556,0.063,68.869,6.154,-4.995,69.45,173.975,36.214,367.405,108.626,0.016,0,73,0.053,0.0175,-48.9842,0.00444444,0
2414,13.718,9.492,13.55,0,0,0,0,0,0,0,-4.991,-5.03,22.865,68.851,58,0,8.02,8,22.599,0.063,68.851,6.153,-4.999,69.45,173.975,36.214,367.448,108.626,0.016,0,73,0.053,0.0175,-49.0234,0.00444444,0
2415,13.733,9.492,13.55,0,0,0,0,0,0,0,-4.995,-5.03,22.873,68.797,58,0,8.02,8,22.595,0.063,68.797,6.146,-4.995,69.45,173.975,36.214,367.274,108.626,0.016,0,73,0.053,0.0175,-48.9842,0.00444444,0
2416,13.733,9.507,13.579,0,0,0,0,0,0,0,-4.991,-5.03,22.877,68.772,58,0,8.019,8,22.638,0.063,68.772,6.145,-4.991,69.45,173.975,36.23,367.144,108.626,0.016,0,73,0.053,0.0175,-48.945,0.00444444,0
2417,13.733,9.521,13.608,0,0,0,0,0,0,0,-4.999,-5.03,22.883,68.728,58,0,8.018,8,22.678,0.064,68.728,6.145,-4.999,69.45,173.975,36.23,366.927,108.626,0.016,0,73,0.054,0.0177778,-49.0234,0.00444444,0
2418,13.733,9.536,13.623,0,0,0,0,0,0,0,-4.98,-5.03,22.894,68.721,58,0,8.016,8,22.72,0.064,68.721,6.143,-4.98,69.45,173.975,36.23,366.667,108.626,0.016,0,73,0.054,0.0177778,-48.8371,0.00444444,0
2419,13.733,9.536,13.623,0,0,0,0,0,0,0,-4.991,-5.03,22.897,68.725,58,0,8.016,8,22.718,0.064,68.725,6.146,-4.995,69.45,173.975,36.214,366.623,108.626,0.016,0,73,0.054,0.0177778,-48.9842,0.00444444,0
2420,13.748,9.58,13.689,0,0,0,0,0,0,0,-4.97,-5.03,22.909,68.732,58,0,8.014,8,22.804,0.064,68.732,6.146,-4.984,69.45,173.975,36.23,366.233,108.626,0.016,0,73,0.054,0.0177778,-48.8763,0.00444444,0
2421,13.748,9.551,13.66,0,0,0,0,0,0,0,-4.973,-5.03,22.916,68.728,58,0,8.015,8,22.758,0.064,68.728,6.143,-4.973,69.45,173.975,36.23,366.189,108.626,0.016,0,73,0.054,0.0177778,-48.7685,0.00444444,0
2422,13.748,9.565,13.689,0,0,0,0,0,0,0,-4.977,-5.03,22.927,68.714,58,0,8.014,8,22.8,0.064,68.714,6.141,-4.977,69.45,173.975,36.23,365.929,108.626,0.016,0,73,0.054,0.0177778,-48.8077,0.00444444,0
2423,13.762,9.595,13.704,0,0,0,0,0,0,0,-4.97,-5.03,22.933,68.696,58,0,8.013,8,22.842,0.063,68.696,6.145,-4.966,69.45,173.975,36.23,365.755,108.626,0.016,0,73,0.053,0.0175,-48.6998,0.00444444,0
2424,13.762,9.595,13.704,0,0,0,0,0,0,0,-4.962,-5.03,22.948,68.681,58,0,8.013,8,22.84,0.064,68.681,6.14,-4.966,69.45,173.893,36.23,365.668,108.626,0.016,0,73,0.054,0.0177778,-48.6998,0.00444444,0
2425,13.777,9.631,13.748,0,0,0,0,0,0,0,-4.962,-5.03,22.963,68.656,58,0,8.011,8,22.927,0.065,68.656,6.137,-4.962,69.45,173.893,36.23,365.321,108.626,0.016,0,73,0.055,0.0180556,-48.6606,0.00444444,0
2426,13.777,9.631,13.748,0,0,0,0,0,0,0,-4.966,-5.03,22.97,68.638,58,0,8.011,8,22.925,0.065,68.638,6.139,-4.962,69.45,173.893,36.214,365.148,108.626,0.016,0,73,0.055,0.0180556,-48.6606,0.00444444,0
2427,13.792,9.646,13.777,0,0,0,0,0,0,0,-4.966,-5.03,22.985,68.627,58,0,8.01,8,22.967,0.064,68.627,6.141,-4.966,69.45,173.893,36.23,365.104,108.626,0.016,0,73,0.054,0.0177778,-48.6998,0.00444444,0
2428,13.792,9.661,13.806,0,0,0,0,0,0,0,-4.977,-5.03,22.995,68.609,58,0,8.009,8,23.009,0.064,68.609,6.136,-4.977,69.45,173.893,36.23,364.844,108.626,0.016,0,73,0.054,0.0177778,-48.8077,0.00444444,0
2429,13.806,9.661,13.806,0,0,0,0,0,0,0,-4.955,-5.03,23.005,68.602,58,0,8.009,8,23.008,0.063,68.602,6.136,-4.966,69.417,173.893,36.214,364.627,108.626,0.016,0,73,0.053,0.0175,-48.6998,0.00444444,0
2430,13.806,9.69,13.828,0,0,0,0,0,0,0,-4.955,-5.03,23.02,68.602,58,0,8.008,8,23.05,0.064,68.602,6.131,-4.959,69.417,173.893,36.214,364.583,108.626,0.016,0,73,0.054,0.0177778,-48.6312,0.00444444,0
2431,13.828,9.705,13.857,0,0,0,0,0,0,0,-4.959,-5.03,23.028,68.598,58,0,8.008,8,23.05,0.064,68.598,6.134,-4.948,69.417,173.893,36.214,363.932,108.626,0.016,0,73,0.054,0.0177778,-48.5233,0.00444444,0
2432,13.828,9.705,13.857,0,0,0,0,0,0,0,-4.944,-5.03,23.047,68.594,58,0,8.007,8,23.092,0.064,68.598,6.135,-4.944,69.417,173.893,36.214,363.889,108.626,0.016,0,73,0.054,0.0177778,-48.4841,0.00444444,0
2433,13.843,9.719,13.887,0,0,0,0,0,0,0,-4.93,-5.03,23.07,68.576,58,0,8.006,8,23.135,0.064,68.576,6.13,-4.93,69.417,173.893,36.23,363.628,108.626,0.016,0,73,0.054,0.0177778,-48.3468,0.00444444,0
2434,13.857,9.734,13.916,0,0,0,0,0,0,0,-4.941,-5.03,23.079,68.573,58,0,8.005,8,23.178,0.064,68.573,6.127,-4.941,69.417,173.893,36.23,363.585,108.626,0.016,0,73,0.054,0.0177778,-48.4547,0.00444444,0
2435,13.857,9.734,13.916,0,0,0,0,0,0,0,-4.933,-5.03,23.101,68.551,58,0,8.005,8,23.177,0.064,68.551,6.13,-4.933,69.417,173.893,36.23,363.411,108.626,0.016,0,73,0.054,0.0177778,-48.3762,0.00444444,0
2436,13.872,9.749,13.931,0,0,0,0,0,0,0,-4.941,-5.03,23.11,68.529,58,0,8.003,8,23.22,0.065,68.529,6.128,-4.948,69.417,173.893,36.23,363.194,108.626,0.016,0,73,0.055,0.0180556,-48.5233,0.00444444,0
2437,13.887,9.763,13.96,0,0,0,0,0,0,0,-4.948,-5.03,23.128,68.511,58,0,8.002,8,23.263,0.065,68.511,6.127,-4.948,69.417,173.893,36.23,363.064,108.626,0.016,0,73,0.055,0.0180556,-48.5233,0.00444444,0
2438,13.887,9.778,13.975,0,0,0,0,0,0,0,-4.959,-5.03,23.144,68.504,58,0,8.001,8,23.307,0.065,68.504,6.124,-4.959,69.417,173.779,36.214,362.847,108.626,0.016,0,73,0.055,0.0180556,-48.6312,0.00444444,0
2439,13.901,9.778,13.975,0,0,0,0,0,0,0,-4.955,-5.03,23.152,68.511,58,0,8.001,8,23.306,0.064,68.511,6.123,-4.955,69.417,173.779,36.23,362.674,108.626,0.016,0,73,0.054,0.0177778,-48.592,0.00444444,0
2440,13.901,9.814,14.011,0,0,0,0,0,0,0,-4.948,-5.03,23.17,68.555,58,0,8,8,23.35,0.065,68.555,6.128,-4.948,69.417,173.779,36.23,362.37,108.626,0.016,0,73,0.055,0.0180556,-48.5233,0.00444444,0
2441,13.916,9.814,14.011,0,0,0,0,0,0,0,-4.959,-5.03,23.187,68.602,58,0,8,8,23.35,0.064,68.602,6.124,-4.959,69.417,173.779,36.214,362.153,108.626,0.016,0,73,0.054,0.0177778,-48.6312,0.00444444,0
2442,13.916,9.829,14.041,0,0,0,0,0,0,0,-4.962,-5.03,23.193,68.609,58,0,7.999,8,23.394,0.064,68.609,6.119,-4.962,69.417,173.779,36.214,362.066,108.626,0.016,0,73,0.054,0.0177778,-48.6606,0.00444444,0
2443,13.916,9.844,14.07,0,0,0,0,0,0,0,-4.97,-5.03,23.206,68.587,58,0,7.998,8,23.437,0.064,68.587,6.123,-4.973,69.417,173.779,36.214,361.936,108.626,0.016,0,73,0.054,0.0177778,-48.7685,0.00444444,0
2444,13.931,9.844,14.07,0,0,0,0,0,0,0,-4.962,-5.03,23.222,68.54,58,0,7.998,8,23.437,0.064,68.54,6.123,-4.962,69.417,173.779,36.214,361.589,108.626,0.016,0,73,0.054,0.0177778,-48.6606,0.00444444,0
2445,13.931,9.858,14.099,0,0,0,0,0,0,0,-4.962,-5.03,23.229,68.526,58,0,7.997,8,23.48,0.064,68.526,6.118,-4.962,69.417,173.779,36.23,361.458,108.626,0.016,0,73,0.054,0.0177778,-48.6606,0.00444444,0
2446,13.945,9.888,14.114,0,0,0,0,0,0,0,-4.959,-5.03,23.244,68.519,58,0,7.996,8,23.524,0.063,68.519,6.115,-4.959,69.417,173.779,36.214,361.285,108.626,0.016,0,73,0.053,0.0175,-48.6312,0.00444444,0
2447,13.96,9.902,14.143,0,0,0,0,0,0,0,-4.937,-5.03,23.255,68.547,58,0,7.996,8,23.525,0.063,68.54,6.116,-4.93,69.417,173.779,36.214,361.198,108.626,0.016,0,73,0.053,0.0175,-48.3468,0.00444444,0
2448,13.96,9.917,14.158,0,0,0,0,0,0,0,-4.912,-5.03,23.281,68.551,58,0,7.994,8,23.613,0.063,68.551,6.115,-4.912,69.417,173.779,36.214,361.111,108.626,0.016,0,73,0.053,0.0175,-48.1703,0.00444444,0
2449,13.975,9.917,14.158,0,0,0,0,0,0,0,-4.905,-5.03,23.294,68.537,58,0,7.994,8,23.613,0.064,68.537,6.113,-4.912,69.417,173.779,36.214,360.417,108.626,0.016,0,73,0.054,0.0177778,-48.1703,0.00444444,0
2450,13.989,9.932,14.194,0,0,0,0,0,0,0,-4.93,-5.03,23.318,68.526,58,0,7.993,8,23.657,0.064,68.526,6.115,-4.93,69.417,173.779,36.214,360.417,108.626,0.016,0,73,0.054,0.0177778,-48.3468,0.00444444,0
2451,14.011,9.946,14.224,0,0,0,0,0,0,0,-4.915,-5.03,23.341,68.504,58,0,7.992,8,23.701,0.064,68.504,6.109,-4.926,69.417,173.779,36.214,360.2,108.626,0.016,0,73,0.054,0.0177778,-48.3076,0.00444444,0
2452,14.011,9.946,14.224,0,0,0,0,0,0,0,-4.923,-5.03,23.353,68.5,58,0,7.992,8,23.702,0.064,68.5,6.113,-4.923,69.417,173.779,36.23,360.069,108.626,0.016,0,73,0.054,0.0177778,-48.2781,0.00444444,0
2453,14.026,9.983,14.253,0,0,0,0,0,0,0,-4.948,-5.03,23.37,68.497,58,0,7.99,8,23.747,0.064,68.497,6.113,-4.948,69.417,173.779,36.23,359.766,108.626,0.016,0,73,0.054,0.0177778,-48.5233,0.00444444,0
2454,14.041,9.998,14.282,0,0,0,0,0,0,0,-4.944,-5.03,23.379,68.471,58,0,7.99,8,23.747,0.064,68.471,6.108,-4.948,69.417,173.779,36.23,359.592,108.626,0.016,0,73,0.054,0.0177778,-48.5233,0.00444444,0
2455,14.041,10.012,14.297,0,0,0,0,0,0,0,-4.944,-5.03,23.397,68.45,58,0,7.988,8,23.837,0.065,68.45,6.108,-4.944,69.417,173.779,36.214,359.635,108.626,0.016,0,73,0.055,0.0180556,-48.4841,0.00444444,0
2456,14.055,10.012,14.297,0,0,0,0,0,0,0,-4.937,-5.03,23.417,68.406,58,0,7.988,8,23.836,0.064,68.406,6.108,-4.937,69.417,173.779,36.214,359.332,108.626,0.016,0,73,0.054,0.0177778,-48.4154,0.00444444,0
2457,14.07,10.042,14.326,0,0,0,0,0,0,0,-4.941,-5.03,23.427,68.363,58,0,7.988,8,23.882,0.064,68.363,6.11,-4.937,69.417,173.779,36.182,359.071,108.626,0.016,0,73,0.054,0.0177778,-48.4154,0.00444444,0
2458,14.07,10.042,14.326,0,0,0,0,0,0,0,-4.933,-5.03,23.448,68.345,58,0,7.987,8,23.883,0.064,68.345,6.108,-4.933,69.417,173.779,36.182,358.984,108.626,0.016,0,73,0.054,0.0177778,-48.3762,0.00444444,0
2459,14.084,10.056,14.355,0,0,0,0,0,0,0,-4.941,-5.03,23.468,68.323,58,0,7.986,8,23.929,0.064,68.323,6.109,-4.941,69.417,173.779,36.182,358.681,108.594,0.016,0,73,0.054,0.0177778,-48.4547,0.00444444,0
2460,14.084,10.056,14.355,0,0,0,0,0,0,0,-4.955,-5.03,23.476,68.323,58,0,7.986,8,23.93,0.064,68.323,6.109,-4.948,69.417,173.779,36.182,358.724,108.594,0.016,0,73,0.054,0.0177778,-48.5233,0.00444444,0
2461,14.099,10.071,14.392,0,0,0,0,0,0,0,-4.977,-5.03,23.489,68.327,58,0,7.985,8,23.975,0.064,68.327,6.106,-4.966,69.417,173.779,36.182,358.333,108.594,0.016,0,73,0.054,0.0177778,-48.6998,0.00444444,0
2462,14.099,10.1,14.436,0,0,0,0,0,0,0,-4.98,-5.03,23.495,68.32,58,0,7.985,8,23.975,0.064,68.32,6.102,-4.984,69.417,173.779,36.182,358.116,108.594,0.016,0,73,0.054,0.0177778,-48.8763,0.00444444,0
2463,14.099,10.1,14.451,0,0,0,0,0,0,0,-4.98,-5.03,23.507,68.309,58,0,7.983,8,24.067,0.064,68.309,6.106,-4.98,69.417,173.779,36.182,358.116,108.594,0.016,0,73,0.054,0.0177778,-48.8371,0.00444444,0
2464,14.099,10.1,14.451,0,0,0,0,0,0,0,-4.98,-5.03,23.516,68.28,58,0,7.983,8,24.068,0.064,68.283,6.1,-4.98,69.45,173.779,36.182,357.856,108.594,0.016,0,73,0.054,0.0177778,-48.8371,0.00444444,0
2465,14.114,10.1,14.451,0,0,0,0,0,0,0,-4.988,-5.03,23.52,68.265,58,0,7.983,8,24.068,0.064,68.265,6.096,-4.988,69.45,173.779,36.214,357.769,108.594,0.016,0,73,0.054,0.0177778,-48.9156,0.00444444,0
2466,14.114,10.144,14.495,0,0,0,0,0,0,0,-4.973,-5.03,23.533,68.247,58,0,7.981,8,24.158,0.064,68.247,6.099,-4.973,69.45,173.779,36.23,357.075,108.594,0.016,0,73,0.054,0.0177778,-48.7685,0.00444444,0
2467,14.114,10.144,14.495,0,0,0,0,0,0,0,-4.97,-5.03,23.54,68.247,58,0,7.981,8,24.16,0.064,68.247,6.099,-4.97,69.417,173.617,36.23,357.075,108.594,0.016,0,73,0.054,0.0177778,-48.7391,0.00444444,0
