time,M01.VELOC,M02.VELOC,M03.VELOC,M04.VELOC,M05.VELOC,M06.VELOC,M07.VELOC,M08.VELOC,M11.VELOC,M12.VELOC,PIC_6101.PV(Bar),PIC_6101.SP(Bar),PIC_6101.MV(%),LIC_3101.PV(%),LIC_3101.SP(%),LIC_3101.MV(%),PIC_3101.PV(Bar),PIC_3101.SP(Bar),PIC_3101.MV(%),FIT_5101.PV(Ton/h),LIT_3101.PV(%),PIT_2101.PV(Bar),PIT_6101.PV(mm2H2O),TT_2101.PV(ºC),TT_5101.PV(ºC),TT_6101.PV(ºC),TT_6102.PV(ºC),TT_6103.PV(ºC),FIC_2101.PV(m3/h),FIC_2101.SP(m3/h),FIC_2101.MV(%),AUXILIAR_VAZAO_COMPENSADA,FIT_5101.PV(kg/s),PIT_6101.PV(Pa),FIC_2101.PV(kg/s),FIC_2101.SP(kg/s)
10,11.492,6.299,9.001,0,0,0,0,0,0,0,-5.042,-5.03,19.158,67.607,58,0,8.382,8,15,0.076,67.607,6.614,-5.042,67.643,175.521,39.323,443.88,109.782,0.016,0,73,0.066,0.0211111,-49.4451,0.00444444,0
11,11.492,6.299,9.001,0,0,0,0,0,0,0,-5.049,-5.03,19.154,67.593,58,0,8.381,8,15.044,0.076,67.593,6.612,-5.049,67.643,175.472,39.307,443.707,109.782,0.016,0,73,0.066,0.0211111,-49.5138,0.00444444,0
12,11.492,6.321,9.016,0,0,0,0,0,0,0,-5.042,-5.03,19.153,67.585,58,0,8.381,8,15.029,0.076,67.585,6.615,-5.049,67.643,175.472,39.323,443.576,109.782,0.016,0,73,0.066,0.0211111,-49.5138,0.00444444,0
13,11.492,6.299,9.001,0,0,0,0,0,0,0,-5.035,-5.03,19.15,67.546,58,0,8.381,8,15,0.076,67.546,6.614,-5.035,67.643,175.472,39.307,443.533,109.782,0.016,0,73,0.066,0.0211111,-49.3765,0.00444444,0
14,11.492,6.299,9.001,0,0,0,0,0,0,0,-5.031,-5.03,19.15,67.517,58,0,8.38,8,15.044,0.076,67.517,6.612,-5.027,67.643,175.472,39.307,443.49,109.782,0.016,0,73,0.066,0.0211111,-49.298,0.00444444,0
15,11.492,6.299,9.001,0,0,0,0,0,0,0,-5.031,-5.03,19.15,67.509,58,0,8.38,8,15,0.076,67.509,6.617,-5.031,67.643,175.472,39.307,443.446,109.782,0.016,0,73,0.066,0.0211111,-49.3373,0.00444444,0
16,11.492,6.299,9.001,0,0,0,0,0,0,0,-5.053,-5.03,19.145,67.506,58,0,8.379,8,15.043,0.076,67.506,6.616,-5.053,67.643,175.472,39.307,443.359,109.668,0.016,0,73,0.066,0.0211111,-49.553,0.00444444,0
17,11.492,6.321,9.016,0,0,0,0,0,0,0,-5.042,-5.03,19.141,67.509,58,0,8.379,8,15.034,0.076,67.509,6.614,-5.042,67.643,175.472,39.323,443.142,109.668,0.016,0,73,0.066,0.0211111,-49.4451,0.00444444,0
18,11.492,6.299,9.001,0,0,0,0,0,0,0,-5.06,-5.03,19.136,67.502,58,0,8.379,8,15.006,0.076,67.506,6.617,-5.06,67.643,175.472,39.307,443.099,109.668,0.016,0,73,0.066,0.0211111,-49.6216,0.00444444,0
19,11.477,6.299,9.001,0,0,0,0,0,0,0,-5.049,-5.03,19.131,67.473,58,0,8.379,8,15,0.076,67.48,6.617,-5.049,67.643,175.472,39.307,442.578,109.668,0.016,0,73,0.066,0.0211111,-49.5138,0.00444444,0
20,11.477,6.299,9.001,0,0,0,0,0,0,0,-5.067,-5.03,19.126,67.459,58,0,8.379,8,15,0.076,67.459,6.612,-5.067,67.643,175.472,39.307,442.535,109.668,0.016,0,73,0.065,0.0211111,-49.6903,0.00444444,0
21,11.477,6.299,9.001,0,0,0,0,0,0,0,-5.031,-5.03,19.127,67.433,58,0,8.378,8,15,0.076,67.433,6.612,-5.02,67.643,175.472,39.307,442.405,109.668,0.016,0,73,0.065,0.0211111,-49.2294,0.00444444,0
22,11.477,6.299,9.001,0,0,0,0,0,0,0,-5.013,-5.03,19.129,67.423,58,0,8.377,8,15,0.076,67.423,6.61,-5.013,67.643,175.472,39.307,442.361,109.668,0.016,0,73,0.065,0.0211111,-49.1607,0.00444444,0
23,11.477,6.299,9.001,0,0,0,0,0,0,0,-5.042,-5.03,19.125,67.426,58,0,8.377,8,15,0.076,67.426,6.62,-5.042,67.643,175.472,39.323,442.274,109.668,0.016,0,73,0.065,0.0211111,-49.4451,0.00444444,0
24,11.477,6.299,9.001,0,0,0,0,0,0,0,-5.042,-5.03,19.125,67.415,58,0,8.377,8,15,0.076,67.415,6.615,-5.031,67.643,175.472,39.193,442.188,109.587,0.016,0,73,0.065,0.0211111,-49.3373,0.00444444,0
25,11.477,6.299,9.001,0,0,0,0,0,0,0,-5.027,-5.03,19.125,67.405,58,0,8.376,8,15,0.076,67.405,6.615,-5.027,67.643,175.472,39.209,442.057,109.587,0.016,0,73,0.065,0.0211111,-49.298,0.00444444,0
26,11.477,6.299,9.001,0,0,0,0,0,0,0,-5.067,-5.03,19.116,67.372,58,0,8.376,8,15,0.076,67.372,6.61,-5.067,67.643,175.472,39.209,441.927,109.587,0.016,0,73,0.065,0.0211111,-49.6903,0.00444444,0
27,11.477,6.321,9.016,0,0,0,0,0,0,0,-5.067,-5.03,19.112,67.365,58,0,8.375,8,15.041,0.076,67.365,6.61,-5.067,67.643,175.472,39.209,441.84,109.587,0.016,0,73,0.065,0.0211111,-49.6903,0.00444444,0
28,11.462,6.299,9.001,0,0,0,0,0,0,0,-5.075,-5.03,19.101,67.376,58,0,8.375,8,15,0.076,67.376,6.615,-5.075,67.643,175.472,39.242,441.797,109.587,0.016,0,73,0.065,0.0211111,-49.7687,0.00444444,0
29,11.462,6.299,9.001,0,0,0,0,0,0,0,-5.067,-5.03,19.096,67.394,58,0,8.375,8,15,0.076,67.394,6.609,-5.067,67.643,175.472,39.242,441.797,109.587,0.016,0,73,0.065,0.0211111,-49.6903,0.00444444,0
30,11.462,6.299,9.001,0,0,0,0,0,0,0,-5.071,-5.03,19.088,67.419,58,0,8.373,8,15.001,0.076,67.419,6.611,-5.071,67.643,175.472,39.242,441.667,109.587,0.016,0,73,0.065,0.0211111,-49.7295,0.00444444,0
31,11.448,6.299,9.001,0,0,0,0,0,0,0,-5.064,-5.03,19.083,67.405,58,0,8.373,8,15,0.076,67.405,6.606,-5.064,67.643,175.472,39.242,441.536,109.587,0.016,0,73,0.065,0.0211111,-49.6609,0.00444444,0
32,11.448,6.299,9.001,0,0,0,0,0,0,0,-5.053,-5.03,19.08,67.39,58,0,8.373,8,15,0.076,67.39,6.609,-5.06,67.643,175.472,39.242,441.45,109.587,0.016,0,73,0.065,0.0211111,-49.6216,0.00444444,0
33,11.448,6.299,9.001,0,0,0,0,0,0,0,-5.046,-5.03,19.077,67.347,58,0,8.372,8,15.004,0.076,67.347,6.603,-5.042,67.643,175.472,39.242,441.363,109.554,0.016,0,73,0.065,0.0211111,-49.4451,0.00444444,0
34,11.448,6.299,9.001,0,0,0,0,0,0,0,-5.027,-5.03,19.077,67.332,58,0,8.371,8,15.015,0.076,67.332,6.602,-5.031,67.643,175.472,39.242,441.233,109.44,0.016,0,73,0.065,0.0211111,-49.3373,0.00444444,0
35,11.448,6.299,9.001,0,0,0,0,0,0,0,-5.046,-5.03,19.073,67.339,58,0,8.372,8,15,0.076,67.339,6.604,-5.046,67.643,175.472,39.242,441.102,109.44,0.016,0,73,0.065,0.0211111,-49.4844,0.00444444,0
36,11.448,6.299,9.001,0,0,0,0,0,0,0,-5.049,-5.03,19.07,67.35,58,0,8.371,8,15,0.076,67.35,6.606,-5.049,67.643,175.472,39.242,441.146,109.44,0.016,0,73,0.065,0.0211111,-49.5138,0.00444444,0
37,11.448,6.299,9.001,0,0,0,0,0,0,0,-5.038,-5.03,19.069,67.35,58,0,8.371,8,15,0.076,67.35,6.609,-5.038,67.643,175.472,39.242,441.016,109.424,0.016,0,73,0.065,0.0211111,-49.4059,0.00444444,0
38,11.448,6.299,9.001,0,0,0,0,0,0,0,-5.035,-5.03,19.067,67.314,58,0,8.37,8,15,0.076,67.321,6.609,-5.035,67.643,175.472,39.242,440.929,109.44,0.016,0,73,0.065,0.0211111,-49.3765,0.00444444,0
39,11.448,6.299,9.001,0,0,0,0,0,0,0,-5.056,-5.03,19.062,67.274,58,0,8.37,8,15,0.076,67.274,6.61,-5.056,67.643,175.472,39.242,440.799,109.44,0.016,0,73,0.065,0.0211111,-49.5824,0.00444444,0
40,11.448,6.299,9.001,0,0,0,0,0,0,0,-5.038,-5.03,19.062,67.26,58,0,8.369,8,15,0.076,67.26,6.603,-5.038,67.643,175.472,39.242,440.842,109.44,0.016,0,73,0.065,0.0211111,-49.4059,0.00444444,0
41,11.426,6.299,9.001,0,0,0,0,0,0,0,-5.049,-5.03,19.054,67.235,58,0,8.369,8,15,0.076,67.235,6.602,-5.067,67.627,175.472,39.242,440.799,109.44,0.016,0,73,0.065,0.0211111,-49.6903,0.00444444,0
42,11.426,6.299,9.016,0,0,0,0,0,0,0,-5.031,-5.03,19.057,67.227,58,0,8.368,8,15.021,0.076,67.227,6.602,-5.031,67.643,175.472,39.242,440.755,109.44,0.016,0,73,0.065,0.0211111,-49.3373,0.00444444,0
43,11.426,6.321,9.016,0,0,0,0,0,0,0,-5.027,-5.03,19.056,67.213,58,0,8.367,8,15.032,0.076,67.213,6.596,-5.027,67.627,175.472,39.225,440.234,109.44,0.016,0,73,0.065,0.0211111,-49.298,0.00444444,0
44,11.426,6.299,9.001,0,0,0,0,0,0,0,-5.024,-5.03,19.057,67.195,58,0,8.367,8,15,0.076,67.195,6.598,-5.024,67.643,175.472,39.225,440.104,109.408,0.016,0,73,0.065,0.0211111,-49.2686,0.00444444,0
45,11.426,6.299,9.001,0,0,0,0,0,0,0,-5.038,-5.03,19.056,67.188,58,0,8.367,8,15,0.076,67.188,6.596,-5.031,67.643,175.472,39.242,439.931,109.391,0.016,0,73,0.065,0.0211111,-49.3373,0.00444444,0
46,11.426,6.321,9.016,0,0,0,0,0,0,0,-5.042,-5.03,19.055,67.177,58,0,8.366,8,15.025,0.076,67.18,6.593,-5.042,67.643,175.472,39.242,439.8,109.391,0.016,0,73,0.065,0.0211111,-49.4451,0.00444444,0
47,11.426,6.299,9.001,0,0,0,0,0,0,0,-5.024,-5.03,19.056,67.173,58,0,8.366,8,15,0.076,67.173,6.597,-5.024,67.643,175.472,39.242,439.757,109.391,0.016,0,73,0.065,0.0211111,-49.2686,0.00444444,0
48,11.426,6.321,9.016,0,0,0,0,0,0,0,-5.042,-5.03,19.051,67.155,58,0,8.365,8,15.03,0.076,67.155,6.6,-5.042,67.643,175.472,39.242,439.627,109.391,0.016,0,73,0.065,0.0211111,-49.4451,0.00444444,0
49,11.426,6.299,9.001,0,0,0,0,0,0,0,-5.042,-5.03,19.05,67.115,58,0,8.365,8,15.018,0.076,67.115,6.598,-5.053,67.627,175.472,39.242,439.497,109.391,0.016,0,73,0.065,0.0211111,-49.553,0.00444444,0
50,11.426,6.299,9.001,0,0,0,0,0,0,0,-5.067,-5.03,19.043,67.09,58,0,8.365,8,15,0.076,67.09,6.597,-5.067,67.627,175.472,39.242,439.366,109.391,0.016,0,73,0.065,0.0211111,-49.6903,0.00444444,0
51,11.426,6.321,9.016,0,0,0,0,0,0,0,-5.035,-5.03,19.04,67.057,58,0,8.364,8,15.035,0.075,67.057,6.597,-5.035,67.643,175.472,39.242,439.323,109.391,0.016,0,73,0.064,0.0208333,-49.3765,0.00444444,0
52,11.426,6.299,9.001,0,0,0,0,0,0,0,-5.046,-5.03,19.038,67.05,58,0,8.364,8,15.01,0.075,67.05,6.597,-5.046,67.643,175.472,39.242,439.236,109.391,0.016,0,73,0.064,0.0208333,-49.4844,0.00444444,0
53,11.426,6.321,9.016,0,0,0,0,0,0,0,-5.031,-5.03,19.037,67.05,58,0,8.363,8,15.022,0.075,67.05,6.597,-5.035,67.643,175.472,39.242,438.976,109.391,0.016,0,73,0.064,0.0208333,-49.3765,0.00444444,0
54,11.426,6.299,9.001,0,0,0,0,0,0,0,-5.035,-5.03,19.037,67.057,58,0,8.363,8,15,0.075,67.057,6.596,-5.035,67.643,175.472,39.242,438.889,109.391,0.016,0,73,0.064,0.0208333,-49.3765,0.00444444,0
55,11.426,6.299,9.001,0,0,0,0,0,0,0,-5.017,-5.03,19.039,67.054,58,0,8.362,8,15.045,0.075,67.054,6.597,-5.017,67.643,175.472,39.242,438.889,109.391,0.016,0,73,0.065,0.0208333,-49.2,0.00444444,0
56,11.426,6.299,9.001,0,0,0,0,0,0,0,-5.024,-5.03,19.04,67.039,58,0,8.362,8,15,0.075,67.039,6.592,-5.024,67.643,175.472,39.242,438.715,109.277,0.016,0,73,0.065,0.0208333,-49.2686,0.00444444,0
57,11.426,6.299,9.001,0,0,0,0,0,0,0,-4.999,-5.03,19.045,67.032,58,0,8.362,8,15,0.075,67.032,6.592,-5.002,67.643,175.472,39.242,438.715,109.277,0.016,0,73,0.065,0.0208333,-49.0529,0.00444444,0
58,11.426,6.321,9.016,0,0,0,0,0,0,0,-5.006,-5.03,19.05,67.018,58,0,8.36,8,15.027,0.075,67.018,6.596,-4.999,67.643,175.472,39.242,438.455,109.277,0.016,0,73,0.064,0.0208333,-49.0234,0.00444444,0
59,11.426,6.299,9.001,0,0,0,0,0,0,0,-5.027,-5.03,19.053,66.981,58,0,8.36,8,15,0.076,66.981,6.592,-5.027,67.643,175.472,39.242,438.281,109.277,0.016,0,73,0.065,0.0211111,-49.298,0.00444444,0
60,11.426,6.321,9.016,0,0,0,0,0,0,0,-5.024,-5.03,19.054,66.967,58,0,8.359,8,15.031,0.076,66.967,6.592,-5.024,67.643,175.472,39.242,438.325,109.277,0.016,0,73,0.065,0.0211111,-49.2686,0.00444444,0
61,11.426,6.299,9.001,0,0,0,0,0,0,0,-5.006,-5.03,19.059,66.931,58,0,8.359,8,15,0.076,66.931,6.59,-5.006,67.643,175.472,39.242,438.281,109.277,0.016,0,73,0.065,0.0211111,-49.0921,0.00444444,0
62,11.448,6.299,9.001,0,0,0,0,0,0,0,-5.002,-5.03,19.065,66.923,58,0,8.359,8,15,0.076,66.923,6.587,-5.002,67.643,175.472,39.323,438.151,109.245,0.016,0,73,0.065,0.0211111,-49.0529,0.00444444,0
63,11.448,6.299,9.001,0,0,0,0,0,0,0,-5.009,-5.03,19.066,66.931,58,0,8.358,8,15.002,0.076,66.931,6.585,-5.009,67.643,175.391,39.323,438.021,109.245,0.016,0,73,0.065,0.0211111,-49.1215,0.00444444,0
64,11.448,6.321,9.016,0,0,0,0,0,0,0,-5.017,-5.03,19.068,66.942,58,0,8.357,8,15.034,0.076,66.942,6.589,-5.017,67.643,175.391,39.323,437.457,109.245,0.016,0,73,0.065,0.0211111,-49.2,0.00444444,0
65,11.448,6.299,9.001,0,0,0,0,0,0,0,-5.017,-5.03,19.071,66.945,58,0,8.357,8,15.009,0.076,66.945,6.589,-5.009,67.643,175.391,39.323,437.5,109.245,0.016,0,73,0.065,0.0211111,-49.1215,0.00444444,0
66,11.448,6.321,9.016,0,0,0,0,0,0,0,-5.027,-5.03,19.071,66.927,58,0,8.356,8,15.039,0.076,66.927,6.583,-5.035,67.627,175.391,39.242,437.283,109.245,0.016,0,73,0.065,0.0211111,-49.3765,0.00444444,0
67,11.448,6.299,9.001,0,0,0,0,0,0,0,-5.017,-5.03,19.073,66.891,58,0,8.356,8,15.024,0.076,66.898,6.587,-5.017,67.643,175.391,39.242,437.109,109.245,0.016,0,73,0.065,0.0211111,-49.2,0.00444444,0
68,11.448,6.299,9.001,0,0,0,0,0,0,0,-5.017,-5.03,19.076,66.884,58,0,8.356,8,15,0.076,66.884,6.59,-5.017,67.643,175.391,39.242,436.979,109.245,0.016,0,73,0.065,0.0211111,-49.2,0.00444444,0
69,11.448,6.321,9.016,0,0,0,0,0,0,0,-5.042,-5.03,19.074,66.866,58,0,8.356,8,15,0.075,66.866,6.585,-5.042,67.643,175.391,39.242,436.849,109.245,0.016,0,73,0.064,0.0208333,-49.4451,0.00444444,0
70,11.448,6.299,9.001,0,0,0,0,0,0,0,-5.038,-5.03,19.072,66.862,58,0,8.355,8,15.004,0.076,66.862,6.59,-5.038,67.643,175.391,39.242,436.806,109.212,0.016,0,73,0.065,0.0211111,-49.4059,0.00444444,0
71,11.448,6.321,9.016,0,0,0,0,0,0,0,-5.035,-5.03,19.072,66.851,58,0,8.354,8,15.038,0.075,66.851,6.592,-5.035,67.643,175.391,39.242,436.719,109.212,0.016,0,73,0.064,0.0208333,-49.3765,0.00444444,0
72,11.448,6.299,9.001,0,0,0,0,0,0,0,-5.031,-5.03,19.07,66.833,58,0,8.354,8,15.006,0.075,66.833,6.584,-5.031,67.643,175.391,39.242,436.502,109.212,0.016,0,73,0.064,0.0208333,-49.3373,0.00444444,0
73,11.448,6.299,9.001,0,0,0,0,0,0,0,-5.049,-5.03,19.067,66.826,58,0,8.354,8,15,0.075,66.826,6.583,-5.049,67.643,175.391,39.242,436.415,109.212,0.016,0,73,0.064,0.0208333,-49.5138,0.00444444,0
74,11.426,6.299,9.001,0,0,0,0,0,0,0,-5.078,-5.03,19.058,66.815,58,0,8.353,8,15.019,0.075,66.815,6.58,-5.078,67.643,175.391,39.242,436.285,109.196,0.016,0,73,0.064,0.0208333,-49.7982,0.00444444,0
75,11.426,6.299,9.001,0,0,0,0,0,0,0,-5.071,-5.03,19.053,66.826,58,0,8.353,8,15,0.075,66.826,6.58,-5.071,67.643,175.391,39.242,436.241,109.196,0.016,0,73,0.064,0.0208333,-49.7295,0.00444444,0
76,11.426,6.299,9.001,0,0,0,0,0,0,0,-5.075,-5.03,19.043,66.855,58,0,8.353,8,15,0.075,66.855,6.583,-5.075,67.643,175.391,39.242,436.068,109.212,0.016,0,73,0.064,0.0208333,-49.7687,0.00444444,0
77,11.426,6.321,9.016,0,0,0,0,0,0,0,-5.071,-5.03,19.038,66.862,58,0,8.352,8,15.026,0.075,66.862,6.578,-5.078,67.643,175.391,39.242,435.938,109.212,0.016,0,73,0.064,0.0208333,-49.7982,0.00444444,0
78,11.411,6.321,9.016,0,0,0,0,0,0,0,-5.071,-5.03,19.03,66.858,58,0,8.351,8,15.025,0.075,66.858,6.574,-5.071,67.643,175.391,39.242,435.851,109.212,0.016,0,73,0.064,0.0208333,-49.7295,0.00444444,0
79,11.411,6.321,9.016,0,0,0,0,0,0,0,-5.067,-5.03,19.026,66.833,58,0,8.351,8,15.001,0.075,66.833,6.574,-5.042,67.643,175.391,39.242,435.634,109.131,0.016,0,73,0.064,0.0208333,-49.4451,0.00444444,0
80,11.411,6.299,9.001,0,0,0,0,0,0,0,-5.042,-5.03,19.026,66.819,58,0,8.35,8,15.026,0.075,66.819,6.575,-5.042,67.643,175.391,39.242,435.677,109.131,0.016,0,73,0.064,0.0208333,-49.4451,0.00444444,0
81,11.411,6.299,9.001,0,0,0,0,0,0,0,-5.017,-5.03,19.029,66.779,58,0,8.35,8,15,0.075,66.779,6.579,-5.017,67.643,175.391,39.242,435.547,109.131,0.016,0,73,0.064,0.0208333,-49.2,0.00444444,0
82,11.411,6.299,9.001,0,0,0,0,0,0,0,-5.017,-5.03,19.032,66.75,58,0,8.349,8,15,0.075,66.75,6.574,-5.017,67.627,175.391,39.242,435.286,109.131,0.016,0,73,0.064,0.0208333,-49.2,0.00444444,0
83,11.411,6.299,9.001,0,0,0,0,0,0,0,-5.02,-5.03,19.033,66.739,58,0,8.349,8,15,0.075,66.739,6.573,-5.02,67.643,175.391,39.242,435.373,109.131,0.016,0,73,0.064,0.0208333,-49.2294,0.00444444,0
84,11.411,6.321,9.016,0,0,0,0,0,0,0,-5.024,-5.03,19.033,66.728,58,0,8.347,8,15.035,0.075,66.728,6.571,-5.024,67.627,175.391,39.225,435.243,109.131,0.016,0,73,0.064,0.0208333,-49.2686,0.00444444,0
85,11.411,6.299,9.001,0,0,0,0,0,0,0,-5.02,-5.03,19.035,66.728,58,0,8.347,8,15.01,0.075,66.728,6.573,-5.02,67.643,175.391,39.242,434.635,109.131,0.016,0,73,0.064,0.0208333,-49.2294,0.00444444,0
86,11.411,6.321,9.016,0,0,0,0,0,0,0,-5.024,-5.03,19.036,66.735,58,0,8.346,8,15.027,0.075,66.735,6.569,-5.035,67.643,175.391,39.242,434.679,109.131,0.016,0,73,0.064,0.0208333,-49.3765,0.00444444,0
87,11.426,6.299,9.001,0,0,0,0,0,0,0,-5.024,-5.03,19.037,66.735,58,0,8.346,8,15.003,0.075,66.735,6.568,-5.024,67.643,175.391,39.242,434.505,109.131,0.016,0,73,0.064,0.0208333,-49.2686,0.00444444,0
88,11.426,6.299,9.016,0,0,0,0,0,0,0,-5.02,-5.03,19.038,66.714,58,0,8.345,8,15.021,0.075,66.714,6.567,-5.02,67.643,175.391,39.242,434.332,109.131,0.016,0,73,0.064,0.0208333,-49.2294,0.00444444,0
89,11.411,6.299,9.001,0,0,0,0,0,0,0,-5.027,-5.03,19.036,66.678,58,0,8.345,8,15,0.075,66.678,6.572,-5.027,67.643,175.391,39.242,434.201,109.131,0.016,0,73,0.064,0.0208333,-49.298,0.00444444,0
90,11.411,6.321,9.016,0,0,0,0,0,0,0,-5.038,-5.03,19.036,66.645,58,0,8.344,8,15.038,0.075,66.645,6.571,-5.027,67.643,175.391,39.242,434.071,109.131,0.016,0,73,0.064,0.0208333,-49.298,0.00444444,0
91,11.411,6.299,9.001,0,0,0,0,0,0,0,-5.046,-5.03,19.032,66.598,58,0,8.344,8,15,0.075,66.598,6.573,-5.046,67.643,175.391,39.209,434.071,109.049,0.016,0,73,0.064,0.0208333,-49.4844,0.00444444,0
92,11.411,6.321,9.001,0,0,0,0,0,0,0,-5.042,-5.03,19.031,66.591,58,0,8.344,8,15,0.075,66.591,6.568,-5.042,67.643,175.391,39.209,433.898,109.049,0.016,0,73,0.064,0.0208333,-49.4451,0.00444444,0
93,11.411,6.299,9.001,0,0,0,0,0,0,0,-5.038,-5.03,19.031,66.583,58,0,8.343,8,15.011,0.075,66.583,6.567,-5.038,67.643,175.391,39.209,433.854,109.049,0.016,0,73,0.064,0.0208333,-49.4059,0.00444444,0
94,11.411,6.299,9.001,0,0,0,0,0,0,0,-5.027,-5.03,19.031,66.594,58,0,8.342,8,15.044,0.075,66.594,6.565,-5.027,67.643,175.391,39.209,433.681,109.049,0.016,0,73,0.064,0.0208333,-49.298,0.00444444,0
95,11.411,6.299,9.001,0,0,0,0,0,0,0,-5.027,-5.03,19.031,66.602,58,0,8.343,8,15,0.075,66.602,6.561,-5.027,67.643,175.391,39.209,433.507,109.049,0.016,0,73,0.064,0.0208333,-49.298,0.00444444,0
96,11.411,6.299,9.001,0,0,0,0,0,0,0,-5.035,-5.03,19.03,66.594,58,0,8.342,8,15,0.076,66.594,6.56,-5.035,67.643,175.391,39.209,433.247,109.049,0.016,0,73,0.065,0.0211111,-49.3765,0.00444444,0
97,11.411,6.299,9.001,0,0,0,0,0,0,0,-5.031,-5.03,19.03,66.562,58,0,8.341,8,15.007,0.076,66.562,6.558,-5.031,67.643,175.391,39.209,433.203,108.968,0.016,0,73,0.065,0.0211111,-49.3373,0.00444444,0
98,11.411,6.321,9.016,0,0,0,0,0,0,0,-5.06,-5.03,19.026,66.547,58,0,8.34,8,15.038,0.076,66.547,6.566,-5.06,67.627,175.391,39.209,433.073,108.968,0.016,0,73,0.065,0.0211111,-49.6216,0.00444444,0
99,11.411,6.299,9.001,0,0,0,0,0,0,0,-5.056,-5.03,19.02,66.529,58,0,8.34,8,15.002,0.076,66.529,6.562,-5.056,67.643,175.391,39.209,432.986,108.968,0.016,0,73,0.065,0.0211111,-49.5824,0.00444444,0
100,11.411,6.299,9.001,0,0,0,0,0,0,0,-5.027,-5.03,19.021,66.529,58,0,8.34,8,15,0.076,66.529,6.565,-5.027,67.643,175.391,39.209,432.856,108.968,0.016,0,73,0.065,0.0211111,-49.298,0.00444444,0
101,11.411,6.299,9.016,0,0,0,0,0,0,0,-5.046,-5.03,19.019,66.54,58,0,8.339,8,15.02,0.075,66.54,6.562,-5.046,67.643,175.391,39.209,432.726,108.968,0.016,0,73,0.064,0.0208333,-49.4844,0.00444444,0
