time,M01.VELOC,M02.VELOC,M03.VELOC,M04.VELOC,M05.VELOC,M06.VELOC,M07.VELOC,M08.VELOC,M11.VELOC,M12.VELOC,PIC_6101.PV(Bar),PIC_6101.SP(Bar),PIC_6101.MV(%),LIC_3101.PV(%),LIC_3101.SP(%),LIC_3101.MV(%),PIC_3101.PV(Bar),PIC_3101.SP(Bar),PIC_3101.MV(%),FIT_5101.PV(Ton/h),LIT_3101.PV(%),PIT_2101.PV(Bar),PIT_6101.PV(mm2H2O),TT_2101.PV(ºC),TT_5101.PV(ºC),TT_6101.PV(ºC),TT_6102.PV(ºC),TT_6103.PV(ºC),FIC_2101.PV(m3/h),FIC_2101.SP(m3/h),FIC_2101.MV(%),AUXILIAR_VAZAO_COMPENSADA,FIT_5101.PV(kg/s),PIT_6101.PV(Pa),FIC_2101.PV(kg/s),FIC_2101.SP(kg/s)
20000,19.929,14.971,21.394,0,47.073,0,17.124,0,0,0,-4.915,-5.03,33.2,57.118,58,52.673,10.736,10.5,35.651,2.077,57.118,9.648,-4.915,69.954,185.563,37.109,470.486,131.738,2.687,2.611,78.461,1.972,0.576944,-48.1997,0.746389,0.725278
20001,19.944,15.029,21.467,0,47.043,0,17.197,0,0,0,-4.948,-5.03,33.218,57.107,58,52.718,10.734,10.5,35.713,2.078,57.107,9.641,-4.93,69.954,185.563,37.109,471.267,131.738,2.647,2.622,78.411,1.973,0.577222,-48.3468,0.735278,0.728333
20002,19.958,15.073,21.533,0,47.043,0,17.197,0,0,0,-4.93,-5.03,33.238,57.086,58,52.789,10.73,10.5,35.82,2.074,57.086,9.632,-4.926,69.954,185.563,37.109,471.528,131.657,2.635,2.632,78.411,1.969,0.576111,-48.3076,0.731944,0.731111
20003,19.958,15.088,21.577,0,47.058,0,17.256,0,0,0,-4.926,-5.03,33.259,57.064,58,52.861,10.728,10.5,35.881,2.068,57.064,9.633,-4.973,69.954,185.563,37.077,471.788,131.657,2.625,2.64,78.424,1.963,0.574444,-48.7685,0.729167,0.733333
20004,19.973,15.125,21.606,0,47.058,0,17.285,0,0,0,-4.944,-5.03,33.275,57.038,58,52.943,10.726,10.5,35.944,2.064,57.038,9.598,-4.923,69.954,185.563,37.077,472.135,131.592,2.63,2.652,78.441,1.959,0.573333,-48.2781,0.730556,0.736667
20005,19.988,15.154,21.636,0,47.073,0,17.322,0,0,0,-4.923,-5.03,33.291,57.02,58,53.005,10.723,10.5,36.052,2.06,57.02,9.59,-4.908,69.954,185.563,37.077,472.396,131.576,2.635,2.661,78.461,1.955,0.572222,-48.131,0.731944,0.739167
20006,19.988,15.183,21.68,0,47.073,0,17.351,0,0,0,-4.908,-5.03,33.314,57.02,58,53.011,10.72,10.5,36.113,2.057,57.02,9.582,-4.941,69.954,185.563,37.077,472.656,131.576,2.645,2.659,78.469,1.952,0.571389,-48.4547,0.734722,0.738611
20007,20.002,15.212,21.746,0,47.073,0,17.395,0,0,0,-4.941,-5.03,33.327,57.028,58,52.996,10.718,10.5,36.175,2.055,57.028,9.587,-4.865,69.922,185.579,37.077,472.917,131.657,2.655,2.654,78.466,1.95,0.570833,-47.7094,0.7375,0.737222
20008,20.032,15.227,21.76,0,47.073,0,17.395,0,0,0,-4.865,-5.03,33.384,57.038,58,52.97,10.715,10.5,36.258,2.056,57.038,9.602,-4.865,69.922,185.563,37.077,473.264,131.657,2.659,2.65,78.46,1.95,0.571111,-47.7094,0.738611,0.736111
20009,20.054,15.227,21.775,0,47.073,0,17.41,0,0,0,-4.872,-5.03,33.408,57.049,58,52.944,10.713,10.5,36.279,2.062,57.049,9.593,-4.872,69.922,185.563,37.077,473.611,131.657,2.664,2.651,78.452,1.957,0.572778,-47.778,0.74,0.736389
20010,20.068,15.256,21.804,0,47.058,0,17.439,0,0,0,-4.879,-5.03,33.435,57.06,58,52.929,10.712,10.5,36.343,2.07,57.06,9.593,-4.879,69.922,185.563,37.077,473.958,131.657,2.667,2.655,78.445,1.963,0.575,-47.8466,0.740833,0.7375
20011,20.098,15.293,21.833,0,47.058,0,17.454,0,0,0,-4.897,-5.03,33.458,57.093,58,52.832,10.711,10.5,36.365,2.079,57.093,9.583,-4.876,69.922,185.563,37.077,474.609,131.576,2.665,2.646,78.422,1.972,0.5775,-47.8172,0.740278,0.735
20012,20.112,15.293,21.833,0,47.058,0,17.468,0,0,0,-4.876,-5.03,33.484,57.1,58,52.817,10.71,10.5,36.387,2.083,57.1,9.577,-4.89,69.922,185.335,37.077,474.783,131.576,2.663,2.647,78.412,1.976,0.578611,-47.9545,0.739722,0.735278
20013,20.127,15.293,21.833,0,47.043,0,17.468,0,0,0,-4.879,-5.03,33.51,57.104,58,52.812,10.71,10.5,36.364,2.084,57.104,9.58,-4.905,69.922,185.335,37.077,475,131.576,2.655,2.646,78.405,1.976,0.578889,-48.1016,0.7375,0.735
20014,20.142,15.293,21.833,0,47.043,0,17.468,0,0,0,-4.905,-5.03,33.532,57.107,58,52.808,10.709,10.5,36.385,2.082,57.107,9.578,-4.908,69.922,185.335,37.077,475.347,131.576,2.654,2.644,78.398,1.975,0.578333,-48.131,0.737222,0.734444
20015,20.142,15.308,21.848,0,47.043,0,17.49,0,0,0,-4.897,-5.03,33.584,57.107,58,52.815,10.706,10.5,36.427,2.082,57.107,9.587,-4.897,69.922,185.335,37.077,475.564,131.576,2.654,2.642,78.391,1.974,0.578333,-48.0232,0.737222,0.733889
20016,20.171,15.308,21.863,0,47.029,0,17.505,0,0,0,-4.861,-5.03,33.614,57.107,58,52.82,10.705,10.5,36.448,2.08,57.107,9.58,-4.868,69.922,185.335,37.077,476.345,131.543,2.654,2.645,78.386,1.973,0.577778,-47.7388,0.737222,0.734722
20017,20.171,15.337,21.914,0,47.029,0,17.534,0,0,0,-4.861,-5.03,33.614,57.104,58,52.837,10.705,10.5,36.448,2.078,57.104,9.571,-4.879,69.922,185.335,37.077,476.476,131.543,2.654,2.646,78.38,1.971,0.577222,-47.8466,0.737222,0.735
20018,20.186,15.352,21.929,0,47.029,0,17.534,0,0,0,-4.879,-5.03,33.636,57.107,58,52.832,10.703,10.5,36.514,2.078,57.107,9.575,-4.897,69.922,185.335,37.077,476.736,131.429,2.653,2.645,78.375,1.971,0.577222,-48.0232,0.736944,0.734722
20019,20.215,15.381,21.973,0,47.029,0,17.578,0,0,0,-4.905,-5.03,33.675,57.1,58,52.866,10.7,10.5,36.603,2.072,57.1,9.617,-4.868,69.922,185.335,37.077,477.257,131.429,2.656,2.646,78.368,1.965,0.575556,-47.7388,0.737778,0.735
20020,20.215,15.381,21.973,0,47.029,0,17.578,0,0,0,-4.868,-5.03,33.703,57.1,58,52.866,10.699,10.5,36.624,2.072,57.1,9.617,-4.868,69.922,185.335,37.077,477.257,131.429,2.656,2.646,78.368,1.965,0.575556,-47.7388,0.737778,0.735
20021,20.266,15.439,22.046,0,47,0,17.637,0,0,0,-4.836,-5.03,33.739,57.129,58,52.792,10.697,10.5,36.689,2.069,57.129,9.604,-4.868,69.922,185.335,37.077,477.908,131.429,2.65,2.627,78.337,1.961,0.574722,-47.7388,0.736111,0.729722
20022,20.281,15.439,22.046,0,47,0,17.637,0,0,0,-4.868,-5.03,33.766,57.122,58,52.82,10.694,10.5,36.754,2.066,57.122,9.588,-4.908,69.922,185.335,37.077,478.125,131.429,2.649,2.628,78.325,1.958,0.573889,-48.131,0.735833,0.73
20023,20.281,15.491,22.141,0,47,0,17.717,0,0,0,-4.908,-5.03,33.785,57.104,58,52.88,10.692,10.5,36.822,2.06,57.104,9.583,-4.919,69.922,185.335,37.077,478.472,131.429,2.645,2.636,78.32,1.952,0.572222,-48.2389,0.734722,0.732222
20024,20.295,15.52,22.17,0,47,0,17.747,0,0,0,-4.919,-5.03,33.805,57.093,58,52.919,10.69,10.5,36.888,2.055,57.093,9.58,-4.962,69.922,185.335,37.077,478.733,131.429,2.645,2.639,78.316,1.948,0.570833,-48.6606,0.734722,0.733056
20025,20.31,15.564,22.229,0,46.985,0,17.791,0,0,0,-4.962,-5.03,33.821,57.093,58,52.925,10.688,10.5,36.953,2.053,57.093,9.58,-4.962,69.922,185.335,37.077,478.906,131.429,2.648,2.638,78.309,1.945,0.570278,-48.6606,0.735556,0.732778
20026,20.31,15.593,22.28,0,46.985,0,17.82,0,0,0,-4.97,-5.03,33.834,57.107,58,52.888,10.685,10.5,37.063,2.05,57.107,9.571,-4.977,69.922,185.335,37.077,479.123,131.429,2.65,2.628,78.293,1.943,0.569444,-48.8077,0.736111,0.73
20027,20.31,15.637,22.339,0,46.97,0,17.886,0,0,0,-4.98,-5.03,33.845,57.122,58,52.851,10.679,10.5,37.241,2.046,57.122,9.572,-4.98,69.922,185.335,37.077,479.297,131.429,2.649,2.616,78.269,1.939,0.568333,-48.8371,0.735833,0.726667
20028,20.31,15.674,22.383,0,46.948,0,17.915,0,0,0,-4.98,-5.03,33.845,57.096,58,52.934,10.679,10.5,37.241,2.043,57.096,9.575,-5.035,69.922,185.335,37.077,479.644,131.429,2.642,2.63,78.257,1.936,0.5675,-49.3765,0.733889,0.730556
20029,20.31,15.718,22.449,0,46.97,0,17.959,0,0,0,-4.988,-5.03,33.846,57.053,58,53.07,10.677,10.5,37.308,2.041,57.053,9.575,-4.98,69.922,185.335,37.077,479.731,131.429,2.636,2.655,78.273,1.933,0.566944,-48.8371,0.732222,0.7375
20030,20.325,15.747,22.493,0,47,0,17.988,0,0,0,-4.98,-5.03,33.854,56.984,58,53.283,10.674,10.5,37.422,2.041,56.984,9.526,-4.977,69.922,185.335,37.077,479.991,131.315,2.645,2.698,78.315,1.933,0.566944,-48.8077,0.734722,0.749444
20031,20.325,15.806,22.566,0,47.043,0,18.069,0,0,0,-4.995,-5.03,33.874,56.916,58,53.504,10.669,10.5,37.556,2.046,56.916,9.53,-4.955,69.954,185.189,37.077,480.729,131.315,2.684,2.745,78.405,1.938,0.568333,-48.592,0.745556,0.7625
20032,20.325,15.806,22.566,0,47.043,0,18.069,0,0,0,-4.955,-5.03,33.891,56.916,58,53.504,10.667,10.5,37.624,2.046,56.916,9.53,-4.955,69.954,185.189,37.077,480.729,131.315,2.684,2.745,78.405,1.938,0.568333,-48.592,0.745556,0.7625
20033,20.339,15.842,22.617,0,47.058,0,18.098,0,0,0,-4.912,-5.03,33.909,56.923,58,53.489,10.665,10.5,37.693,2.049,56.923,9.532,-4.912,69.954,185.14,37.077,480.859,131.315,2.713,2.748,78.427,1.941,0.569167,-48.1703,0.753611,0.763333
20034,20.369,15.857,22.632,0,47.058,0,18.113,0,0,0,-4.912,-5.03,33.926,56.995,58,53.285,10.664,10.5,37.72,2.063,56.995,9.521,-4.876,70.036,185.14,37.077,481.163,131.315,2.751,2.72,78.405,1.953,0.573056,-47.8172,0.764167,0.755556
20035,20.383,15.872,22.646,0,47.043,0,18.127,0,0,0,-4.876,-5.03,33.955,57.01,58,53.25,10.663,10.5,37.746,2.069,57.01,9.524,-4.89,70.036,185.221,37.077,481.467,131.315,2.755,2.719,78.377,1.959,0.574722,-47.9545,0.765278,0.755278
20036,20.398,15.886,22.676,0,47.014,0,18.142,0,0,0,-4.89,-5.03,33.98,57.006,58,53.268,10.662,10.5,37.771,2.073,57.006,9.519,-4.865,70.036,185.498,37.077,481.684,131.315,2.752,2.726,78.361,1.963,0.575833,-47.7094,0.764444,0.757222
20037,20.42,15.886,22.705,0,47.014,0,18.157,0,0,0,-4.865,-5.03,34.008,56.988,58,53.329,10.661,10.5,37.798,2.075,56.988,9.52,-4.857,70.036,185.482,37.077,481.901,131.315,2.747,2.741,78.359,1.965,0.576389,-47.6309,0.763056,0.761389
20038,20.449,15.901,22.705,0,47.029,0,18.171,0,0,0,-4.861,-5.03,34.038,56.973,58,53.379,10.66,10.5,37.825,2.076,56.973,9.52,-4.829,70.036,185.482,37.077,482.118,131.234,2.741,2.751,78.369,1.965,0.576667,-47.3563,0.761389,0.764167
20039,20.479,15.93,22.749,0,47.029,0,18.201,0,0,0,-4.774,-5.03,34.114,56.959,58,53.429,10.656,10.5,37.922,2.074,56.959,9.516,-4.774,70.036,185.482,37.077,482.335,131.234,2.747,2.76,78.378,1.964,0.576111,-46.8169,0.763056,0.766667
20040,20.493,15.93,22.764,0,47.029,0,18.223,0,0,0,-4.814,-5.03,34.151,56.973,58,53.392,10.655,10.5,37.948,2.07,56.973,9.51,-4.796,70.036,185.482,37.077,482.682,131.234,2.751,2.749,78.378,1.96,0.575,-47.0327,0.764167,0.763611
20041,20.508,15.959,22.815,0,47.014,0,18.252,0,0,0,-4.829,-5.03,34.186,56.999,58,53.323,10.653,10.5,38.02,2.066,56.999,9.507,-4.829,70.036,185.335,37.077,482.726,131.234,2.759,2.731,78.358,1.956,0.573889,-47.3563,0.766389,0.758611
20042,20.522,15.974,22.83,0,47,0,18.267,0,0,0,-4.832,-5.03,34.218,57.042,58,53.199,10.651,10.5,38.046,2.063,57.042,9.512,-4.832,70.036,185.14,37.077,483.03,131.234,2.762,2.703,78.318,1.953,0.573056,-47.3857,0.767222,0.750833
20043,20.566,16.055,22.932,0,46.934,0,18.354,0,0,0,-4.868,-5.03,34.245,57.093,58,53.061,10.649,10.5,38.161,2.059,57.093,9.494,-4.865,70.182,185.026,37.077,483.42,131.234,2.731,2.671,78.233,1.948,0.571944,-47.7094,0.758611,0.741944
20044,20.581,16.069,22.947,0,46.934,0,18.354,0,0,0,-4.865,-5.03,34.275,57.093,58,53.057,10.647,10.5,38.232,2.057,57.096,9.54,-4.825,70.182,185.026,37.077,483.637,131.234,2.711,2.669,78.202,1.947,0.571389,-47.3171,0.753056,0.741389
20045,20.618,16.113,23.027,0,46.919,0,18.354,0,0,0,-4.821,-5.03,34.317,57.078,58,53.118,10.646,10.5,38.257,2.057,57.078,9.526,-4.832,70.182,185.026,37.077,483.898,131.234,2.695,2.68,78.195,1.946,0.571389,-47.3857,0.748611,0.744444
20046,20.632,16.143,23.071,0,46.919,0,18.464,0,0,0,-4.832,-5.03,34.349,57.038,58,53.244,10.641,10.5,38.417,2.057,57.038,9.518,-4.836,70.182,185.14,37.077,484.028,131.201,2.691,2.706,78.206,1.946,0.571389,-47.425,0.7475,0.751667
20047,20.647,16.172,23.101,0,46.934,0,18.494,0,0,0,-4.861,-5.03,34.412,57.017,58,53.315,10.638,10.5,38.517,2.058,57.017,9.526,-4.861,70.182,185.189,37.077,484.201,131.201,2.685,2.721,78.231,1.947,0.571667,-47.6701,0.745833,0.755833
20048,20.662,16.208,23.145,0,46.948,0,18.523,0,0,0,-4.861,-5.03,34.412,57.013,58,53.332,10.638,10.5,38.517,2.072,57.013,9.516,-4.876,70.182,185.335,37.077,484.722,131.201,2.694,2.738,78.263,1.96,0.575556,-47.8172,0.748333,0.760556
20049,20.676,16.238,23.196,0,46.97,0,18.552,0,0,0,-4.876,-5.03,34.441,57.046,58,53.241,10.635,10.5,38.634,2.067,57.046,9.519,-4.897,70.345,185.335,37.077,484.766,131.201,2.707,2.716,78.267,1.955,0.574167,-48.0232,0.751944,0.754444
20050,20.691,16.296,23.269,0,46.948,0,18.618,0,0,0,-4.897,-5.03,34.48,57.075,58,53.161,10.63,10.5,38.779,2.062,57.075,9.508,-4.897,70.345,185.335,37.077,484.809,131.201,2.717,2.694,78.249,1.95,0.572778,-48.0232,0.754722,0.748333
20051,20.706,16.311,23.313,0,46.919,0,18.647,0,0,0,-4.897,-5.03,34.48,57.104,58,53.08,10.63,10.5,38.779,2.058,57.104,9.516,-4.886,70.345,185.221,37.077,485.113,131.201,2.724,2.674,78.214,1.946,0.571667,-47.9153,0.756667,0.742778
20052,20.72,16.34,23.364,0,46.904,0,18.677,0,0,0,-4.89,-5.03,34.531,57.122,58,53.032,10.626,10.5,38.925,2.052,57.122,9.501,-4.89,70.345,184.961,37.077,485.2,131.201,2.721,2.658,78.172,1.94,0.57,-47.9545,0.755833,0.738333
20053,20.735,16.37,23.408,0,46.875,0,18.721,0,0,0,-4.955,-5.03,34.542,57.114,58,53.066,10.624,10.5,38.998,2.041,57.114,9.457,-4.908,70.345,184.945,37.077,485.417,131.12,2.691,2.654,78.11,1.929,0.566944,-48.131,0.7475,0.737222
20054,20.75,16.421,23.438,0,46.875,0,18.75,0,0,0,-4.908,-5.03,34.564,57.096,58,53.127,10.621,10.5,39.117,2.037,57.096,9.463,-4.876,70.345,184.945,37.077,485.634,131.12,2.681,2.662,78.096,1.926,0.565833,-47.8172,0.744722,0.739444
20055,20.764,16.45,23.481,0,46.86,0,18.787,0,0,0,-4.876,-5.03,34.596,57.075,58,53.199,10.618,10.5,39.189,2.037,57.075,9.457,-4.879,70.345,184.961,37.077,485.894,131.12,2.674,2.676,78.099,1.925,0.565833,-47.8466,0.742778,0.743333
20056,20.786,16.523,23.562,0,46.86,0,18.845,0,0,0,-4.879,-5.03,34.621,57.06,58,53.248,10.616,10.5,39.261,2.039,57.06,9.452,-4.854,70.345,184.945,37.077,485.807,131.12,2.671,2.688,78.112,1.927,0.566389,-47.6015,0.741944,0.746667
20057,20.815,16.553,23.65,0,46.875,0,18.918,0,0,0,-4.857,-5.03,34.65,57.053,58,53.276,10.614,10.5,39.337,2.043,57.053,9.448,-4.868,70.378,184.945,37.077,486.111,131.12,2.672,2.698,78.131,1.931,0.5675,-47.7388,0.742222,0.749444
20058,20.83,16.575,23.665,0,46.89,0,18.933,0,0,0,-4.868,-5.03,34.679,57.031,58,53.348,10.612,10.5,39.411,2.048,57.031,9.459,-4.832,70.378,184.945,37.077,486.198,131.12,2.678,2.717,78.157,1.935,0.568889,-47.3857,0.743889,0.754722
20059,20.845,16.604,23.716,0,46.904,0,18.97,0,0,0,-4.865,-5.03,34.734,56.999,58,53.42,10.609,10.5,39.518,2.051,57.01,9.459,-4.89,70.378,184.945,37.077,486.285,131.12,2.688,2.735,78.186,1.938,0.569722,-47.9545,0.746667,0.759722
20060,20.859,16.619,23.73,0,46.934,0,18.984,0,0,0,-4.89,-5.03,34.763,56.959,58,53.579,10.608,10.5,39.55,2.05,56.959,9.463,-4.89,70.378,184.961,37.077,486.372,131.12,2.705,2.766,78.229,1.937,0.569444,-47.9545,0.751389,0.768333
20061,20.874,16.633,23.76,0,46.97,0,18.999,0,0,0,-4.89,-5.03,34.763,56.912,58,53.727,10.608,10.5,39.55,2.053,56.912,9.457,-4.883,70.378,184.945,37.077,486.632,131.12,2.724,2.798,78.275,1.939,0.570278,-47.8859,0.756667,0.777222
20062,20.903,16.648,23.774,0,46.985,0,19.014,0,0,0,-4.912,-5.03,34.82,56.894,58,53.796,10.605,10.5,39.614,2.046,56.894,9.447,-4.883,70.378,184.961,37.077,486.849,131.12,2.784,2.805,78.323,1.933,0.568333,-47.8859,0.773333,0.779167
20063,20.903,16.663,23.789,0,47,0,19.028,0,0,0,-4.883,-5.03,34.845,56.894,58,53.796,10.603,10.5,39.692,2.046,56.894,9.447,-4.883,70.378,184.961,37.077,486.849,131.12,2.784,2.805,78.323,1.933,0.568333,-47.8859,0.773333,0.779167
20064,20.947,16.677,23.833,0,46.985,0,19.058,0,0,0,-4.803,-5.03,34.885,56.963,58,53.604,10.602,10.5,39.723,2.036,56.963,9.446,-4.763,70.378,185.026,37.077,487.153,131.006,2.819,2.757,78.256,1.923,0.565556,-46.7091,0.783056,0.765833
20065,20.984,16.707,23.877,0,46.948,0,19.102,0,0,0,-4.774,-5.03,34.929,56.977,58,53.568,10.6,10.5,39.798,2.033,56.977,9.44,-4.771,70.378,185.026,37.077,487.283,131.006,2.819,2.747,78.209,1.92,0.564722,-46.7875,0.783056,0.763056
20066,21.013,16.787,23.972,0,46.89,0,19.182,0,0,0,-4.771,-5.03,34.972,56.981,58,53.565,10.597,10.5,39.92,2.03,56.981,9.439,-4.789,70.459,185.026,37.077,487.37,131.006,2.806,2.743,78.168,1.917,0.563889,-46.964,0.779444,0.761944
20067,21.028,16.816,24.016,0,46.875,0,19.211,0,0,0,-4.789,-5.03,35.009,56.988,58,53.549,10.595,10.5,39.951,2.031,56.988,9.471,-4.8,70.459,184.961,37.077,487.934,131.006,2.795,2.74,78.135,1.917,0.564167,-47.0719,0.776389,0.761111
20068,21.057,16.846,24.06,0,46.875,0,19.211,0,0,0,-4.807,-5.03,35.043,56.991,58,53.546,10.594,10.5,40.028,2.033,56.991,9.481,-4.825,70.459,184.945,37.077,487.977,131.006,2.773,2.742,78.115,1.919,0.564722,-47.3171,0.770278,0.761667
20069,21.072,16.875,24.141,0,46.86,0,19.299,0,0,0,-4.785,-5.03,35.083,57.002,58,53.52,10.591,10.5,40.104,2.032,57.002,9.464,-4.789,70.573,184.961,37.077,488.108,130.924,2.76,2.736,78.101,1.919,0.564444,-46.964,0.766667,0.76
20070,21.101,16.904,24.155,0,46.846,0,19.321,0,0,0,-4.789,-5.03,35.121,57.038,58,53.418,10.588,10.5,40.226,2.031,57.038,9.459,-4.763,70.622,184.961,37.077,488.194,130.924,2.75,2.715,78.077,1.917,0.564167,-46.7091,0.763889,0.754167
20071,21.116,16.941,24.199,0,46.831,0,19.365,0,0,0,-4.763,-5.03,35.167,57.086,58,53.283,10.586,10.5,40.259,2.028,57.086,9.453,-4.789,70.622,184.961,37.077,488.325,130.924,2.74,2.685,78.04,1.914,0.563333,-46.964,0.761111,0.745833
20072,21.152,16.985,24.243,0,46.802,0,19.409,0,0,0,-4.789,-5.03,35.204,57.104,58,53.236,10.585,10.5,40.337,2.025,57.104,9.452,-4.796,70.605,184.945,37.077,488.455,130.924,2.724,2.672,78.007,1.912,0.5625,-47.0327,0.756667,0.742222
20073,21.167,17.014,24.294,0,46.787,0,19.438,0,0,0,-4.81,-5.03,35.284,57.1,58,53.253,10.581,10.5,40.493,2.022,57.1,9.44,-4.81,70.622,184.961,37.077,488.542,130.924,2.709,2.673,77.98,1.908,0.561667,-47.17,0.7525,0.7425
20074,21.196,17.058,24.368,0,46.787,0,19.504,0,0,0,-4.727,-5.03,35.336,57.06,58,53.38,10.577,10.5,40.615,2.017,57.06,9.445,-4.727,70.622,184.961,37.077,488.672,130.924,2.696,2.693,77.981,1.904,0.560278,-46.356,0.748889,0.748056
20075,21.226,17.087,24.412,0,46.802,0,19.534,0,0,0,-4.716,-5.03,35.38,57.006,58,53.551,10.575,10.5,40.694,2.013,57.006,9.439,-4.76,70.622,184.961,37.077,488.672,130.924,2.69,2.723,78.001,1.9,0.559167,-46.6797,0.747222,0.756389
20076,21.284,17.183,24.536,0,46.831,0,19.622,0,0,0,-4.763,-5.03,35.427,57.002,58,53.571,10.573,10.5,40.772,2.011,57.002,9.398,-4.76,70.622,184.945,37.077,488.889,130.892,2.707,2.725,78.043,1.897,0.558611,-46.6797,0.751944,0.756944
20077,21.313,17.197,24.551,0,46.816,0,19.636,0,0,0,-4.738,-5.03,35.475,57.071,58,53.371,10.57,10.5,40.896,2.008,57.071,9.397,-4.771,70.622,184.88,37.077,488.976,130.892,2.725,2.682,78.013,1.894,0.557778,-46.7875,0.756944,0.745
20078,21.35,17.227,24.609,0,46.765,0,19.717,0,0,0,-4.749,-5.03,35.575,57.136,58,53.184,10.565,10.5,41.055,2.007,57.136,9.396,-4.749,70.622,184.88,37.077,489.019,130.876,2.725,2.644,77.957,1.894,0.5575,-46.5718,0.756944,0.734444
20079,21.379,17.256,24.661,0,46.765,0,19.717,0,0,0,-4.749,-5.03,35.575,57.183,58,53.048,10.565,10.5,41.055,2.01,57.183,9.379,-4.72,70.622,184.88,37.077,489.106,130.892,2.715,2.62,77.894,1.896,0.558333,-46.2874,0.754167,0.727778
20080,21.409,17.285,24.705,0,46.707,0,19.761,0,0,0,-4.72,-5.03,35.631,57.172,58,53.088,10.564,10.5,41.09,2.014,57.172,9.382,-4.727,70.687,184.798,37.077,489.193,130.892,2.695,2.631,77.856,1.899,0.559444,-46.356,0.748611,0.730833
20081,21.438,17.307,24.719,0,46.707,0,19.775,0,0,0,-4.731,-5.03,35.732,57.14,58,53.191,10.56,10.5,41.252,2.019,57.14,9.387,-4.731,70.687,184.798,37.077,489.323,130.892,2.666,2.657,77.854,1.904,0.560833,-46.3953,0.740556,0.738056
20082,21.467,17.351,24.763,0,46.721,0,19.819,0,0,0,-4.731,-5.03,35.732,57.104,58,53.305,10.56,10.5,41.252,2.024,57.104,9.38,-4.688,70.687,184.798,37.077,489.323,130.892,2.656,2.685,77.878,1.908,0.562222,-45.9736,0.737778,0.745833
20083,21.497,17.395,24.858,0,46.736,0,19.885,0,0,0,-4.724,-5.03,35.837,57.082,58,53.377,10.556,10.5,41.413,2.023,57.082,9.38,-4.716,70.687,184.798,37.077,489.41,130.892,2.654,2.698,77.909,1.907,0.561944,-46.2482,0.737222,0.749444
20084,21.533,17.41,24.873,0,46.765,0,19.9,0,0,0,-4.698,-5.03,35.892,57.075,58,53.404,10.554,10.5,41.45,2.024,57.075,9.386,-4.698,70.687,184.798,36.995,489.54,130.811,2.661,2.704,77.938,1.908,0.562222,-46.0716,0.739167,0.751111
20085,21.563,17.424,24.902,0,46.765,0,19.915,0,0,0,-4.727,-5.03,35.945,57.086,58,53.378,10.552,10.5,41.487,2.025,57.086,9.377,-4.727,70.687,184.798,36.995,489.67,130.811,2.681,2.7,77.95,1.909,0.5625,-46.356,0.744722,0.75
20086,21.621,17.454,24.932,0,46.765,0,19.958,0,0,0,-4.713,-5.03,36.001,57.122,58,53.281,10.551,10.5,41.569,2.022,57.122,9.378,-4.727,70.687,184.798,36.995,489.757,130.811,2.705,2.678,77.927,1.906,0.561667,-46.356,0.751389,0.743889
20087,21.65,17.52,25.012,0,46.736,0,20.002,0,0,0,-4.727,-5.03,36.048,57.125,58,53.276,10.549,10.5,41.652,2.02,57.125,9.377,-4.735,70.687,184.798,36.995,489.8,130.811,2.704,2.675,77.907,1.904,0.561111,-46.4345,0.751111,0.743056
20088,21.68,17.563,25.085,0,46.736,0,20.068,0,0,0,-4.735,-5.03,36.097,57.104,58,53.348,10.548,10.5,41.689,2.015,57.104,9.367,-4.753,70.719,184.798,36.995,489.844,130.729,2.703,2.685,77.895,1.899,0.559722,-46.611,0.750833,0.745833
20089,21.716,17.578,25.115,0,46.736,0,20.098,0,0,0,-4.771,-5.03,36.144,57.071,58,53.452,10.545,10.5,41.815,2.014,57.071,9.407,-4.738,70.736,184.798,36.995,489.931,130.615,2.703,2.705,77.896,1.898,0.559444,-46.4639,0.750833,0.751389
20090,21.746,17.607,25.159,0,46.75,0,20.098,0,0,0,-4.738,-5.03,36.191,57.017,58,53.622,10.544,10.5,41.853,2.011,57.017,9.396,-4.72,70.719,184.798,36.995,489.974,130.615,2.708,2.734,77.919,1.895,0.558611,-46.2874,0.752222,0.759444
20091,21.775,17.637,25.21,0,46.765,0,20.171,0,0,0,-4.753,-5.03,36.294,57.002,58,53.671,10.539,10.5,42.017,2.009,57.002,9.396,-4.753,70.719,184.798,36.995,490.017,130.615,2.717,2.743,77.938,1.893,0.558056,-46.611,0.754722,0.761944
20092,21.79,17.703,25.283,0,46.75,0,20.237,0,0,0,-4.803,-5.03,36.333,57.049,58,53.536,10.536,10.5,42.144,2.009,57.049,9.391,-4.8,70.736,184.798,36.995,490.538,130.615,2.726,2.716,77.93,1.893,0.558056,-47.0719,0.757222,0.754444
20093,21.819,17.717,25.313,0,46.736,0,20.251,0,0,0,-4.836,-5.03,36.365,57.118,58,53.337,10.535,10.5,42.182,2.007,57.118,9.385,-4.836,70.719,184.798,36.995,490.538,130.729,2.731,2.674,77.888,1.891,0.5575,-47.425,0.758611,0.742778
20094,21.863,17.761,25.364,0,46.692,0,20.295,0,0,0,-4.839,-5.03,36.398,57.263,58,52.913,10.533,10.5,42.266,2.008,57.263,9.374,-4.81,70.801,184.798,36.995,490.625,130.729,2.712,2.591,77.734,1.892,0.557778,-47.17,0.753333,0.719722
