time,M01.VELOC,M02.VELOC,M03.VELOC,M04.VELOC,M05.VELOC,M06.VELOC,M07.VELOC,M08.VELOC,M11.VELOC,M12.VELOC,PIC_6101.PV(Bar),PIC_6101.SP(Bar),PIC_6101.MV(%),LIC_3101.PV(%),LIC_3101.SP(%),LIC_3101.MV(%),PIC_3101.PV(Bar),PIC_3101.SP(Bar),PIC_3101.MV(%),FIT_5101.PV(Ton/h),LIT_3101.PV(%),PIT_2101.PV(Bar),PIT_6101.PV(mm2H2O),TT_2101.PV(ºC),TT_5101.PV(ºC),TT_6101.PV(ºC),TT_6102.PV(ºC),TT_6103.PV(ºC),FIC_2101.PV(m3/h),FIC_2101.SP(m3/h),FIC_2101.MV(%),AUXILIAR_VAZAO_COMPENSADA,FIT_5101.PV(kg/s),PIT_6101.PV(Pa),FIC_2101.PV(kg/s),FIC_2101.SP(kg/s)
15039,0,0,0,0,0,0,0,0,0,0,-1.61,-5.03,100,57.194,58,24.834,2.667,5,100,0.004,57.194,0,-1.61,21.908,24.463,52.425,175.217,42.513,0.016,0,73,0.002,0.00111111,-15.7887,0.00444444,0
15040,0,0,0,0,0,0,0,0,0,0,-1.602,-5.03,100,57.194,58,24.842,2.668,5,100,0.004,57.194,0,-1.602,21.908,24.463,52.425,175.174,42.497,0.016,0,73,0.002,0.00111111,-15.7103,0.00444444,0
15041,0,0,0,0,0,0,0,0,0,0,-1.599,-5.03,100,57.194,58,24.849,2.668,5,100,0.004,57.194,0,-1.599,21.908,24.463,52.425,175.217,42.513,0.016,0,73,0.002,0.00111111,-15.6808,0.00444444,0
15042,0,0,0,0,0,0,0,0,0,0,-1.602,-5.03,100,57.194,58,24.853,2.667,5,100,0.004,57.194,0,-1.602,21.924,24.463,52.425,175.217,42.513,0.016,0,73,0.002,0.00111111,-15.7103,0.00444444,0
15043,0,0,0,0,0,0,0,0,0,0,-1.602,-5.03,100,57.19,58,24.871,2.667,5,100,0.004,57.19,0,-1.602,21.842,24.463,52.393,175.174,42.497,0.016,0,73,0.002,0.00111111,-15.7103,0.00444444,0
15044,0,0,0,0,0,0,0,0,0,0,-1.602,-5.03,100,57.194,58,24.867,2.667,5,100,0.004,57.194,0,-1.602,21.842,24.463,52.311,175.174,42.497,0.016,0,73,0.002,0.00111111,-15.7103,0.00444444,0
15045,0,0,0,0,0,0,0,0,0,0,-1.606,-5.03,100,57.194,58,24.871,2.667,5,100,0.004,57.194,0,-1.606,21.842,24.463,52.311,175.217,42.497,0.016,0,73,0.002,0.00111111,-15.7495,0.00444444,0
15046,0,0,0,0,0,0,0,0,0,0,-1.613,-5.03,100,57.198,58,24.867,2.667,5,100,0.004,57.198,0,-1.613,21.842,24.463,52.311,175.174,42.497,0.016,0,73,0.002,0.00111111,-15.8181,0.00444444,0
15047,0,0,0,0,0,0,0,0,0,0,-1.61,-5.03,100,57.194,58,24.882,2.667,5,100,0.004,57.194,0,-1.61,21.842,24.463,52.311,175.174,42.497,0.016,0,73,0.002,0.00111111,-15.7887,0.00444444,0
15048,0,0,0,0,0,0,0,0,0,0,-1.606,-5.03,100,57.194,58,24.889,2.667,5,100,0.004,57.194,0,-1.606,21.842,24.463,52.311,175.174,42.497,0.016,0,73,0.002,0.00111111,-15.7495,0.00444444,0
15049,0,0,0,0,0,0,0,0,0,0,-1.599,-5.03,100,57.198,58,24.885,2.667,5,100,0.003,57.198,0,-1.599,21.842,24.382,52.393,175.174,42.464,0.016,0,73,0.002,0.000833333,-15.6808,0.00444444,0
15050,0,0,0,0,0,0,0,0,0,0,-1.595,-5.03,100,57.194,58,24.9,2.667,5,100,0.003,57.194,0,-1.595,21.842,24.382,52.393,175.217,42.464,0.016,0,73,0.002,0.000833333,-15.6416,0.00444444,0
15051,0,0,0,0,0,0,0,0,0,0,-1.591,-5.03,100,57.194,58,24.907,2.667,5,100,0.003,57.194,0,-1.591,21.842,24.349,52.393,175.217,42.464,0.016,0,73,0.002,0.000833333,-15.6024,0.00444444,0
15052,0,0,0,0,0,0,0,0,0,0,-1.588,-5.03,100,57.194,58,24.911,2.668,5,100,0.003,57.194,0,-1.588,21.842,24.349,52.393,175.217,42.464,0.016,0,73,0.002,0.000833333,-15.573,0.00444444,0
15053,0,0,0,0,0,0,0,0,0,0,-1.581,-5.03,100,57.194,58,24.918,2.667,5,100,0.004,57.194,0,-1.581,21.842,24.349,52.393,175.217,42.464,0.016,0,73,0.002,0.00111111,-15.5043,0.00444444,0
15054,0,0,0,0,0,0,0,0,0,0,-1.573,-5.03,100,57.194,58,24.925,2.667,5,100,0.004,57.194,0,-1.573,21.842,24.349,52.393,175.217,42.464,0.016,0,73,0.002,0.00111111,-15.4259,0.00444444,0
15055,0,0,0,0,0,0,0,0,0,0,-1.566,-5.03,100,57.194,58,24.929,2.667,5,100,0.003,57.194,0,-1.57,21.842,24.349,52.393,175.174,42.464,0.016,0,73,0.002,0.000833333,-15.3964,0.00444444,0
15056,0,0,0,0,0,0,0,0,0,0,-1.563,-5.03,100,57.194,58,24.936,2.666,5,100,0.004,57.194,0,-1.566,21.842,24.349,52.393,175.217,42.464,0.016,0,73,0.002,0.00111111,-15.3572,0.00444444,0
15057,0,0,0,0,0,0,0,0,0,0,-1.559,-5.03,100,57.194,58,24.943,2.667,5,100,0.004,57.194,0,-1.559,21.842,24.349,52.393,175.217,42.464,0.016,0,73,0.002,0.00111111,-15.2886,0.00444444,0
15058,0,0,0,0,0,0,0,0,0,0,-1.555,-5.03,100,57.194,58,24.947,2.666,5,100,0.003,57.194,0,-1.555,21.842,24.349,52.393,175.217,42.513,0.016,0,73,0.002,0.000833333,-15.2493,0.00444444,0
15059,0,0,0,0,0,0,0,0,0,0,-1.552,-5.03,100,57.194,58,24.954,2.667,5,100,0.004,57.194,0,-1.552,21.842,24.349,52.393,175.217,42.513,0.016,0,73,0.002,0.00111111,-15.2199,0.00444444,0
15060,0,0,0,0,0,0,0,0,0,0,-1.552,-5.03,100,57.194,58,24.958,2.667,5,100,0.003,57.194,0,-1.552,21.842,24.349,52.393,175.217,42.497,0.016,0,73,0.002,0.000833333,-15.2199,0.00444444,0
15061,0,0,0,0,0,0,0,0,0,0,-1.548,-5.03,100,57.194,58,24.965,2.667,5,100,0.003,57.194,0,-1.548,21.842,24.382,52.393,175.217,42.48,0.016,0,73,0.002,0.000833333,-15.1807,0.00444444,0
15062,0,0,0,0,0,0,0,0,0,0,-1.548,-5.03,100,57.194,58,24.973,2.667,5,100,0.003,57.194,0,-1.548,21.842,24.382,52.393,175.217,42.464,0.016,0,73,0.002,0.000833333,-15.1807,0.00444444,0
15063,0,0,0,0,0,0,0,0,0,0,-1.552,-5.03,100,57.194,58,24.976,2.667,5,100,0.003,57.194,0,-1.552,21.842,24.382,52.393,175.217,42.464,0.016,0,73,0.002,0.000833333,-15.2199,0.00444444,0
15064,0,0,0,0,0,0,0,0,0,0,-1.555,-5.03,100,57.194,58,24.984,2.667,5,100,0.003,57.194,0,-1.555,21.842,24.382,52.393,175.217,42.464,0.016,0,73,0.002,0.000833333,-15.2493,0.00444444,0
15065,0,0,0,0,0,0,0,0,0,0,-1.555,-5.03,100,57.194,58,24.987,2.667,5,100,0.003,57.194,0,-1.555,21.908,24.382,52.393,175.174,42.464,0.016,0,73,0.002,0.000833333,-15.2493,0.00444444,0
15066,0,0,0,0,0,0,0,0,0,0,-1.559,-5.03,100,57.198,58,24.984,2.667,5,100,0.003,57.198,0,-1.559,21.908,24.382,52.311,175.217,42.464,0.016,0,73,0.002,0.000833333,-15.2886,0.00444444,0
15067,0,0,0,0,0,0,0,0,0,0,-1.559,-5.03,100,57.198,58,24.991,2.667,5,100,0.003,57.198,0,-1.559,21.908,24.382,52.311,175.217,42.464,0.016,0,73,0.002,0.000833333,-15.2886,0.00444444,0
15068,0,0,0,0,0,0,0,0,0,0,-1.555,-5.03,100,57.194,58,25.006,2.667,5,100,0.003,57.194,0,-1.555,21.908,24.382,52.311,175.174,42.464,0.016,0,73,0.002,0.000833333,-15.2493,0.00444444,0
15069,0,0,0,0,0,0,0,0,0,0,-1.548,-5.03,100,57.19,58,25.024,2.667,5,100,0.003,57.19,0,-1.548,21.908,24.382,52.311,175.217,42.464,0.016,0,73,0.002,0.000833333,-15.1807,0.00444444,0
15070,0,0,0,0,0,0,0,0,0,0,-1.541,-5.03,100,57.194,58,25.017,2.667,5,100,0.003,57.194,0,-1.541,21.908,24.382,52.311,175.217,42.464,0.016,0,73,0.002,0.000833333,-15.112,0.00444444,0
15071,0,0,0,0,0,0,0,0,0,0,-1.534,-5.03,100,57.194,58,25.024,2.667,5,100,0.003,57.194,0,-1.534,21.842,24.382,52.393,175.217,42.464,0.016,0,73,0.002,0.000833333,-15.0434,0.00444444,0
15072,0,0,0,0,0,0,0,0,0,0,-1.53,-5.03,100,57.194,58,25.031,2.667,5,100,0.003,57.194,0,-1.53,21.842,24.382,52.393,175.217,42.464,0.016,0,73,0.002,0.000833333,-15.0042,0.00444444,0
15073,0,0,0,0,0,0,0,0,0,0,-1.526,-5.03,100,57.194,58,25.035,2.667,5,100,0.003,57.194,0,-1.526,21.842,24.382,52.393,175.217,42.464,0.016,0,73,0.002,0.000833333,-14.9649,0.00444444,0
15074,0,0,0,0,0,0,0,0,0,0,-1.523,-5.03,100,57.194,58,25.042,2.667,5,100,0.003,57.194,0,-1.523,21.842,24.382,52.393,175.217,42.464,0.016,0,73,0.002,0.000833333,-14.9355,0.00444444,0
15075,0,0,0,0,0,0,0,0,0,0,-1.523,-5.03,100,57.19,58,25.056,2.667,5,100,0.003,57.19,0,-1.523,21.842,24.382,52.393,175.217,42.497,0.016,0,73,0.002,0.000833333,-14.9355,0.00444444,0
15076,0,0,0,0,0,0,0,0,0,0,-1.515,-5.03,100,57.19,58,25.064,2.666,5,100,0.003,57.19,0,-1.515,21.842,24.382,52.393,175.174,42.497,0.016,0,73,0.002,0.000833333,-14.8571,0.00444444,0
15077,0,0,0,0,0,0,0,0,0,0,-1.512,-5.03,100,57.187,58,25.082,2.666,5,100,0.003,57.187,0,-1.512,21.842,24.382,52.393,175.174,42.513,0.016,0,73,0.002,0.000833333,-14.8277,0.00444444,0
15078,0,0,0,0,0,0,0,0,0,0,-1.508,-5.03,100,57.187,58,25.086,2.666,5,100,0.003,57.187,0,-1.512,21.842,24.382,52.393,175.087,42.497,0.016,0,73,0.002,0.000833333,-14.8277,0.00444444,0
15079,0,0,0,0,0,0,0,0,0,0,-1.508,-5.03,100,57.19,58,25.082,2.666,5,100,0.003,57.19,0,-1.508,21.842,24.382,52.393,175.087,42.497,0.016,0,73,0.002,0.000833333,-14.7884,0.00444444,0
15080,0,0,0,0,0,0,0,0,0,0,-1.508,-5.03,100,57.19,58,25.086,2.666,5,100,0.003,57.19,0,-1.508,21.842,24.382,52.393,175.087,42.497,0.016,0,73,0.002,0.000833333,-14.7884,0.00444444,0
15081,0,0,0,0,0,0,0,0,0,0,-1.501,-5.03,100,57.19,58,25.093,2.667,5,100,0.003,57.19,0,-1.501,21.842,24.382,52.393,175.087,42.497,0.016,0,73,0.002,0.000833333,-14.7198,0.00444444,0
15082,0,0,0,0,0,0,0,0,0,0,-1.497,-5.03,100,57.187,58,25.111,2.667,5,100,0.003,57.187,0,-1.497,21.842,24.382,52.393,175.087,42.497,0.016,0,73,0.002,0.000833333,-14.6806,0.00444444,0
15083,0,0,0,0,0,0,0,0,0,0,-1.494,-5.03,100,57.187,58,25.115,2.667,5,100,0.003,57.187,0,-1.494,21.842,24.382,52.393,175.087,42.513,0.016,0,73,0.002,0.000833333,-14.6511,0.00444444,0
15084,0,0,0,0,0,0,0,0,0,0,-1.494,-5.03,100,57.183,58,25.133,2.667,5,100,0.003,57.183,0,-1.494,21.842,24.382,52.393,175.087,42.497,0.016,0,73,0.002,0.000833333,-14.6511,0.00444444,0
15085,0,0,0,0,0,0,0,0,0,0,-1.49,-5.03,100,57.183,58,25.137,2.666,5,100,0.003,57.183,0,-1.49,21.842,24.382,52.393,175.087,42.497,0.016,0,73,0.002,0.000833333,-14.6119,0.00444444,0
15086,0,0,0,0,0,0,0,0,0,0,-1.494,-5.03,100,57.187,58,25.133,2.666,5,100,0.003,57.187,0,-1.494,21.842,24.382,52.393,175.087,42.497,0.016,0,73,0.002,0.000833333,-14.6511,0.00444444,0
15087,0,0,0,0,0,0,0,0,0,0,-1.501,-5.03,100,57.187,58,25.141,2.666,5,100,0.003,57.187,0,-1.501,21.842,24.382,52.393,175.087,42.497,0.016,0,73,0.002,0.000833333,-14.7198,0.00444444,0
15088,0,0,0,0,0,0,0,0,0,0,-1.505,-5.03,100,57.187,58,25.145,2.666,5,100,0.003,57.187,0,-1.505,21.842,24.382,52.311,175.087,42.497,0.016,0,73,0.002,0.000833333,-14.759,0.00444444,0
15089,0,0,0,0,0,0,0,0,0,0,-1.508,-5.03,100,57.187,58,25.152,2.666,5,100,0.003,57.187,0,-1.508,21.842,24.382,52.311,175.087,42.497,0.016,0,73,0.002,0.000833333,-14.7884,0.00444444,0
15090,0,0,0,0,0,0,0,0,0,0,-1.508,-5.03,100,57.187,58,25.156,2.666,5,100,0.003,57.187,0,-1.508,21.842,24.382,52.311,175.087,42.513,0.016,0,73,0.002,0.000833333,-14.7884,0.00444444,0
15091,0,0,0,0,0,0,0,0,0,0,-1.508,-5.03,100,57.19,58,25.152,2.666,5,100,0.003,57.19,0,-1.508,21.842,24.382,52.311,175.087,42.497,0.016,0,73,0.002,0.000833333,-14.7884,0.00444444,0
15092,0,0,0,0,0,0,0,0,0,0,-1.508,-5.03,100,57.19,58,25.16,2.666,5,100,0.003,57.19,0,-1.508,21.842,24.382,52.311,175.087,42.497,0.016,0,73,0.002,0.000833333,-14.7884,0.00444444,0
15093,0,0,0,0,0,0,0,0,0,0,-1.508,-5.03,100,57.194,58,25.153,2.666,5,100,0.003,57.194,0,-1.508,21.842,24.382,52.311,175.087,42.497,0.016,0,73,0.002,0.000833333,-14.7884,0.00444444,0
15094,0,0,0,0,0,0,0,0,0,0,-1.512,-5.03,100,57.194,58,25.16,2.666,5,100,0.003,57.194,0,-1.512,21.908,24.382,52.393,175.087,42.497,0.016,0,73,0.002,0.000833333,-14.8277,0.00444444,0
15095,0,0,0,0,0,0,0,0,0,0,-1.512,-5.03,100,57.194,58,25.164,2.666,5,100,0.003,57.194,0,-1.512,21.908,24.382,52.393,175.087,42.497,0.016,0,73,0.002,0.000833333,-14.8277,0.00444444,0
15096,0,0,0,0,0,0,0,0,0,0,-1.508,-5.03,100,57.194,58,25.171,2.666,5,100,0.003,57.194,0,-1.508,21.908,24.382,52.393,175.087,42.497,0.016,0,73,0.002,0.000833333,-14.7884,0.00444444,0
15097,0,0,0,0,0,0,0,0,0,0,-1.508,-5.03,100,57.19,58,25.186,2.666,5,100,0.003,57.19,0,-1.508,21.908,24.382,52.393,175.087,42.497,0.016,0,73,0.002,0.000833333,-14.7884,0.00444444,0
15098,0,0,0,0,0,0,0,0,0,0,-1.512,-5.03,100,57.187,58,25.204,2.666,5,100,0.003,57.187,0,-1.512,21.908,24.382,52.311,175.087,42.513,0.016,0,73,0.002,0.000833333,-14.8277,0.00444444,0
15099,0,0,0,0,0,0,0,0,0,0,-1.512,-5.03,100,57.187,58,25.211,2.666,5,100,0.003,57.187,0,-1.508,21.908,24.382,52.311,175.087,42.497,0.016,0,73,0.002,0.000833333,-14.7884,0.00444444,0
15100,0,0,0,0,0,0,0,0,0,0,-1.508,-5.03,100,57.187,58,25.215,2.666,5,100,0.003,57.187,0,-1.508,21.908,24.382,52.311,175.087,42.497,0.016,0,73,0.002,0.000833333,-14.7884,0.00444444,0
15101,0,0,0,0,0,0,0,0,0,0,-1.508,-5.03,100,57.187,58,25.222,2.667,5,100,0.003,57.187,0,-1.508,21.908,24.382,52.311,175.087,42.497,0.016,0,73,0.002,0.000833333,-14.7884,0.00444444,0
15102,0,0,0,0,0,0,0,0,0,0,-1.512,-5.03,100,57.183,58,25.241,2.667,5,100,0.003,57.183,0,-1.512,21.908,24.382,52.311,175.087,42.497,0.016,0,73,0.002,0.000833333,-14.8277,0.00444444,0
15103,0,0,0,0,0,0,0,0,0,0,-1.508,-5.03,100,57.183,58,25.244,2.666,5,100,0.003,57.183,0,-1.512,21.908,24.382,52.311,175.087,42.497,0.016,0,73,0.002,0.000833333,-14.8277,0.00444444,0
15104,0,0,0,0,0,0,0,0,0,0,-1.512,-5.03,100,57.183,58,25.251,2.666,5,100,0.003,57.183,0,-1.512,21.908,24.382,52.311,175.087,42.497,0.016,0,73,0.002,0.000833333,-14.8277,0.00444444,0
15105,0,0,0,0,0,0,0,0,0,0,-1.512,-5.03,100,57.18,58,25.266,2.666,5,100,0.004,57.18,0,-1.512,21.908,24.382,52.311,175.087,42.497,0.016,0,73,0.002,0.00111111,-14.8277,0.00444444,0
15106,0,0,0,0,0,0,0,0,0,0,-1.512,-5.03,100,57.18,58,25.273,2.666,5,100,0.004,57.18,0,-1.512,21.908,24.382,52.393,175.087,42.497,0.016,0,73,0.002,0.00111111,-14.8277,0.00444444,0
15107,0,0,0,0,0,0,0,0,0,0,-1.512,-5.03,100,57.18,58,25.281,2.666,5,100,0.003,57.18,0,-1.512,21.842,24.382,52.393,175.087,42.497,0.016,0,73,0.002,0.000833333,-14.8277,0.00444444,0
15108,0,0,0,0,0,0,0,0,0,0,-1.515,-5.03,100,57.176,58,25.299,2.666,5,100,0.003,57.176,0,-1.515,21.842,24.382,52.393,175.087,42.497,0.016,0,73,0.002,0.000833333,-14.8571,0.00444444,0
